"provider"	"name"	"street"	"city"	"state"	"zip"	"country"	"latitude"	"longitude"	"categories"	"phone"	"hours_monday"	"hours_tuesday"	"hours_wednesday"	"hours_thursday"	"hours_friday"	"hours_saturday"	"hours_sunday"	"name_score"	"distance"	"index"	"score.name_score"	"score.distance_score"	"score.phone_score"	"score.category_score"	"score.sum_score"	"score.matching"
"Facebook"	"A Hot Rock Sauna Spa"	"8791 Woodbine Ave, Unit 206"	"Markham"	"ON"	"L3R0P4"	"Canada"	"43.85609"	"-79.35829"	"Health Spa, Massage Service"	"056049337"	"10:00-22:00"	"10:00-22:00"	"10:00-22:00"	"10:00-22:00"	"10:00-22:00"	"10:00-22:00"	"10:00-22:00"	100	40.594050352	288	50.0	 2	 0	20	 72.0	MATCHED
"Yelp"	"A Hot Rock Sauna Spa"	"8791 Woodbine Avenue, Unit 206"	"Markham"	"ON"	"L3R 0P4"	""	"43.855728"	"-79.358229"	"Beauty & Spas, Health & Medical, Skin Care, Reflexology, Massage"	"9056049337, +19056049337"	"10:0-22:0"	"10:0-22:0"	"10:0-22:0"	"10:0-22:0"	"10:0-22:0"	"10:0-22:0"	"10:0-22:0"	  0	 0.000000000	288	 0.0	 0	 0	 0	  0.0	
"Google"	"Coextro"	"1445 Bonhill Rd #9"	"Mississauga"	"ON"	"L5T"	"Canada"	"43.6604611"	"-79.6529297"	"point_of_interest, establishment"	"+16476937686"	"9:00 AM – 7:00 PM"	"9:00 AM – 7:00 PM"	"9:00 AM – 7:00 PM"	"9:00 AM – 7:00 PM"	"9:00 AM – 7:00 PM"	"10:00 AM – 6:00 PM"	"10:00 AM – 6:00 PM"	100	26.410586238	295	50.0	10	10	 0	 70.0	MATCHED
"Facebook"	"Coextro"	"1445 Bonhill Road, Unit 9"	"Mississauga"	"ON"	"L5T 1V3"	"Canada"	"43.66075"	"-79.65215"	"Internet Service Provider, Telecommunication Company"	"885529516"	"09:00-19:00"	"09:00-19:00"	"09:00-19:00"	"09:00-19:00"	"09:00-19:00"	"10:00-18:00"	"10:00-18:00"	100	45.818251841	295	50.0	 2	 0	20	 72.0	MATCHED
"Yelp"	"Coextro"	"1445 Bonhill Road, Unit 9"	"Mississauga"	"ON"	"L5T 1V3"	""	"43.6606244"	"-79.6526918"	"Internet Service Providers, Home Services, Professional Services"	"6476937686, +16476937686"	"9:0-19:0"	"9:0-19:0"	"9:0-19:0"	"9:0-19:0"	"9:0-19:0"	"10:0-18:0"	"9:0-19:0"	  0	 0.000000000	295	 0.0	 0	 0	 0	  0.0	
"Google"	"St. Louis Bar & Grill"	"55 Town Centre Court #101"	"Scarborough"	"ON"	"M1P"	"Canada"	"43.7741462"	"-79.2537815"	"nightlife, restaurants"	"+14168499418"	"11:00 AM – 1:00 AM"	"11:00 AM – 1:00 AM"	"11:00 AM – 1:00 AM"	"11:00 AM – 1:00 AM"	"11:00 AM – 2:00 AM"	"11:00 AM – 2:00 AM"	"11:00 AM – 1:00 AM"	100	42.282729082	302	50.0	 2	10	20	 82.0	MATCHED
"Facebook"	"St. Louis Bar & Grill"	"55 Town Centre Court - Unit 101"	"Toronto"	"ON"	"M1P 4X4"	"Canada"	"43.7739"	"-79.25415"	"Sports Bar, Canadian Restaurant, Bar & Grill"	"14168499418"	"11:00-01:00"	"11:00-01:00"	"11:00-01:00"	"11:00-01:00"	"11:00-02:00"	"11:00-02:00"	"11:00-01:00"	100	 2.493826510	302	50.0	20	 0	20	 90.0	MATCHED
"Yelp"	"St. Louis Bar & Grill"	"55 Town Centre Court, Unit 101"	"Scarborough"	"ON"	"M1P 4X4"	""	"43.7738991"	"-79.254181"	"Nightlife, Sports Bars, Bars, Chicken Wings, American (Traditional), Restaurants"	"4168499418, +14168499418"	"11:0-1:0"	"11:0-1:0"	"11:0-1:0"	"11:0-1:0"	"11:0-2:0"	"11:0-2:0"	"11:0-1:0"	  0	 0.000000000	302	 0.0	 0	 0	 0	  0.0	
"Google"	"Pink Lotus Nails"	"4770 Blue Diamond Rd #150"	"Las Vegas"	"NV"	"89139"	"USA"	"36.0352696"	"-115.2058151"	"beautysvc"	"+17023618008"	"9:00 AM – 7:00 PM"	"9:00 AM – 7:00 PM"	"9:00 AM – 7:00 PM"	"9:00 AM – 7:00 PM"	"9:00 AM – 7:00 PM"	"9:00 AM – 7:00 PM"	"10:00 AM – 5:00 PM"	100	53.221566434	324	50.0	 0	10	20	 80.0	MATCHED
"Facebook"	"Pink Lotus Nails"	"4770 Blue Diamond Rd, Ste 150"	"Las Vegas"	"NV"	"89139"	"United States"	"36.035216198"	"-115.205796175"	"Nail Salon, Barber Shop"	"7023618008"	"09:00-19:00"	"09:00-19:00"	"09:00-19:00"	"09:00-19:00"	"09:00-19:00"	"09:00-19:00"	"10:00-17:00"	100	49.608933742	324	50.0	 2	10	20	 82.0	MATCHED
"Yelp"	"Pink Lotus Nails"	"4770 Blue Diamond Rd, Ste 150"	"Las Vegas"	"NV"	"89139"	""	"36.0350866"	"-115.2052689"	"Beauty & Spas, Nail Salons"	"7023618008, +17023618008"	"9:0-19:0"	"9:0-19:0"	"9:0-19:0"	"9:0-19:0"	"9:0-19:0"	"9:0-19:0"	"9:0-19:0"	  0	 0.000000000	324	 0.0	 0	 0	 0	  0.0	
"Google"	"Potbelly Sandwich Shop"	"4620 Piedmont Row Dr #140"	"Charlotte"	"NC"	"28210"	"USA"	"35.1526381"	"-80.8403015"	"shopping, restaurants"	"+17049008159"	"10:30 AM – 9:00 PM"	"10:30 AM – 9:00 PM"	"10:30 AM – 9:00 PM"	"10:30 AM – 9:00 PM"	"10:30 AM – 9:00 PM"	"11:00 AM – 6:00 PM"	"11:00 AM – 6:00 PM"	 98	17.312203436	325	49.0	15	10	20	 94.0	MATCHED
"Facebook"	"Potbelly Sandwich Shop"	"4620 Piedmont Row Drive, Suite 140"	"Charlotte"	"NC"	"28210"	"United States"	"35.15269"	"-80.839966"	"Sandwich Shop, American Restaurant, Fast Food Restaurant"	"7049008159"	"10:30-21:00"	"10:30-21:00"	"10:30-21:00"	"10:30-21:00"	"10:30-21:00"	"11:00-18:00"	"11:00-18:00"	 98	30.110610984	325	49.0	 5	10	20	 84.0	MATCHED
"Yelp"	"Potbellly Sandwich Shop"	"4620 Piedmont Row Dr., Suite 140"	"Charlotte"	"NC"	"28210"	""	"35.1527918"	"-80.8402725"	"Salad, Restaurants, Fast Food, Soup, Sandwiches"	"7049008159, +17049008159"	"10:30-21:0"	"10:30-21:0"	"10:30-21:0"	"10:30-21:0"	"10:30-21:0"	"10:30-21:0"	"10:30-21:0"	  0	 0.000000000	325	 0.0	 0	 0	 0	  0.0	
"Google"	"Aces Bar & Grill LLC"	"7272 S El Capitan Way"	"Las Vegas"	"NV"	"89148"	"USA"	"36.0556641"	"-115.287911"	"nightlife, restaurants"	"+17025793330"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	 88	 3.142903066	335	44.0	20	10	20	 94.0	MATCHED
"Facebook"	"Aces Bar and Grill"	"7272 S El Capitan Way"	"Las Vegas"	"NV"	"89148"	"United States"	"36.05604"	"-115.28778"	"Sports Bar, Bar & Grill, American Restaurant"	"7025793330"	""	""	""	""	""	""	""	 88	41.632271476	335	44.0	 2	10	20	 76.0	MATCHED
"Yelp"	"Aces Bar & Grill"	"7272 S El Capitan Way, Ste 2"	"Las Vegas"	"NV"	"89148"	""	"36.0556746017"	"-115.287878583"	"Bars, Sports Bars, Food, Specialty Food, Nightlife"	"7025793330, +17025793330"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	  0	 0.000000000	335	 0.0	 0	 0	 0	  0.0	
"Google"	"Moneytree"	"1175 E Charleston Blvd"	"Las Vegas"	"NV"	"89104"	"USA"	"36.1595739"	"-115.1370607"	"financialservices"	"+17023846669"	"7:00 AM – 11:00 PM"	"7:00 AM – 11:00 PM"	"7:00 AM – 11:00 PM"	"7:00 AM – 11:00 PM"	"7:00 AM – 11:00 PM"	"7:00 AM – 11:00 PM"	"7:00 AM – 11:00 PM"	100	 2.000841118	347	50.0	20	10	20	100.0	MATCHED
"Facebook"	"Moneytree, Inc."	"1175 E. Charleston Blvd.,"	"Las Vegas"	"NV"	"89104"	"United States"	"36.159130025"	"-115.137194202"	"Loan Service, Cash Advance Service"	"7023846669"	""	""	""	""	""	""	""	 82	49.419808051	347	41.0	 2	10	20	 73.0	MATCHED
"Yelp"	"Moneytree"	"1175 E Charleston Blvd"	"Las Vegas"	"NV"	"89104"	""	"36.1595583365"	"-115.137049564"	"Title Loans, Check Cashing/Pay-day Loans, Financial Services, Installment Loans"	"7023846669, +17023846669"	"7:0-23:0"	"7:0-23:0"	"7:0-23:0"	"7:0-23:0"	"7:0-23:0"	"7:0-23:0"	"7:0-23:0"	  0	 0.000000000	347	 0.0	 0	 0	 0	  0.0	
"Google"	"Enterprise Rent-A-Car"	"10421 S Tryon St"	"Charlotte"	"NC"	"28273"	"USA"	"35.1193039"	"-80.9516703"	"hotelstravel"	"+17045871058"	"7:30 AM – 5:30 PM"	"7:30 AM – 5:30 PM"	"7:30 AM – 5:30 PM"	"7:30 AM – 5:30 PM"	"7:30 AM – 5:30 PM"	"8:00 AM – 12:00 PM"	"Closed"	100	73.381864038	349	50.0	-5	10	20	 75.0	MATCHED
"Facebook"	"Enterprise Rent-A-Car"	"10421 S Tryon St"	"Charlotte"	"NC"	"28273"	"United States"	"35.11930392645"	"-80.951670348677"	"Car Rental"	"7045871058"	"07:30-17:30"	"07:30-17:30"	"07:30-17:30"	"07:30-17:30"	"07:30-17:30"	"08:00-12:00"	"NA-NA"	100	73.376857087	349	50.0	-5	10	20	 75.0	MATCHED
"Yelp"	"Enterprise Rent-A-Car"	"10421 S Tryon St"	"Charlotte"	"NC"	"28273"	""	"35.119833"	"-80.952151"	"Hotels & Travel, Car Rental"	"7045871058, +17045871058"	"7:30-17:30"	"7:30-17:30"	"7:30-17:30"	"7:30-17:30"	"8:0-12:0"	"8:0-12:0"	"7:30-17:30"	  0	 0.000000000	349	 0.0	 0	 0	 0	  0.0	
"Google"	"BelAir Cantina Madison"	"111 Martin Luther King Jr Blvd"	"Madison"	"WI"	"53703"	"USA"	"43.0738063"	"-89.3826584"	"restaurants"	"+16086206040"	"11:00 AM – 10:00 PM"	"11:00 AM – 10:00 PM"	"11:00 AM – 10:00 PM"	"11:00 AM – 10:00 PM"	"11:00 AM – 11:00 PM"	"10:00 AM – 11:00 PM"	"10:00 AM – 10:00 PM"	 78	32.892733051	365	39.0	 5	10	20	 74.0	MATCHED
"Facebook"	"BelAir Cantina"	"111 MARTIN LUTHER KING JR. BLVD."	"Madison"	"WI"	"53703"	"United States"	"43.0738"	"-89.3824"	"Mexican Restaurant"	"6086206040"	"11:00-22:00"	"11:00-22:00"	"11:00-22:00"	"11:00-22:00"	"11:00-23:00"	"10:00-23:00"	"10:00-22:00"	100	11.869032050	365	50.0	15	10	20	 95.0	MATCHED
"Yelp"	"Belair Cantina"	"111 Martin Luther King Jr Blvd"	"Madison"	"WI"	"53703"	""	"43.0737969"	"-89.3822541"	"Restaurants, Latin American, Bars, Nightlife, Mexican"	"6086206040, +16086206040"	"11:0-23:0"	"11:0-23:0"	"11:0-23:0"	"11:0-23:0"	"11:0-23:0"	"10:0-23:0"	"11:0-23:0"	  0	 0.000000000	365	 0.0	 0	 0	 0	  0.0	
"Google"	"Structube"	"111 Avenue Rd"	"Toronto"	"ON"	"M5R"	"Canada"	"43.6732741"	"-79.3958081"	"shopping, shopping, shopping"	"+14169278252"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"10:00 AM – 6:00 PM"	"10:00 AM – 5:00 PM"	100	31.515379766	366	50.0	 5	10	20	 85.0	MATCHED
"Facebook"	"Structube"	"111 Avenue Road"	"Toronto"	"ON"	"M5R 3J8"	"Canada"	"43.673270909916"	"-79.395774006844"	"Furniture Store"	"14169278252"	"10:00-21:00"	"10:00-21:00"	"10:00-21:00"	"10:00-21:00"	"10:00-21:00"	"10:00-18:00"	"10:00-17:00"	100	28.779908813	366	50.0	10	 0	20	 80.0	MATCHED
"Yelp"	"Structube"	"111 Avenue Rd"	"Toronto"	"ON"	"M5R 3J8"	""	"43.6731972"	"-79.3954314"	"Shopping, Home & Garden, Office Equipment, Furniture Stores"	"4169278252, +14169278252"	"10:0-18:0"	"10:0-18:0"	"10:0-18:0"	"10:0-21:0"	"10:0-21:0"	"10:0-18:0"	"10:0-18:0"	  0	 0.000000000	366	 0.0	 0	 0	 0	  0.0	
"Google"	"Ori’Zaba’s Scratch Mexican Grill at Downtown Summerlin"	"11015 Sage Park Dr"	"Las Vegas"	"NV"	"89135"	"USA"	"36.1481479"	"-115.3338948"	"restaurants"	"+17029014333"	"10:30 AM – 9:00 PM"	"10:30 AM – 9:00 PM"	"10:30 AM – 9:00 PM"	"10:30 AM – 9:00 PM"	"10:30 AM – 9:00 PM"	"10:30 AM – 9:00 PM"	"11:00 AM – 8:00 PM"	 64	29.285955167	410	32.0	10	10	20	 72.0	MATCHED
"Facebook"	"Ori’Zaba's Scratch Mexican Grill"	"11015 Sage Park Dr"	"Las Vegas"	"NV"	"89135"	"United States"	"36.1481651"	"-115.3340595"	"Mexican Restaurant"	"7029014333"	"10:30-21:00"	"10:30-21:00"	"10:30-21:00"	"10:30-21:00"	"10:30-21:00"	"10:30-21:00"	"11:00-20:00"	 86	42.931406125	410	43.0	 2	10	20	 75.0	MATCHED
"Yelp"	"Ori'Zaba's Scratch Mexican Grill"	"11015 Sage Park Dr, Ste 120"	"Las Vegas"	"NV"	"89135"	""	"36.1482461131"	"-115.333592556"	"Vegetarian, Restaurants, Mexican, Gluten-Free"	"7029014333, +17029014333"	"10:30-21:0"	"10:30-21:0"	"10:30-21:0"	"10:30-21:0"	"10:30-21:0"	"10:30-21:0"	"10:30-21:0"	  0	 0.000000000	410	 0.0	 0	 0	 0	  0.0	
"Google"	"Bevo Bar + Pizzeria"	"410 Rue Saint Vincent"	"Montréal"	"QC"	"H2Y"	"Canada"	"45.5070202"	"-73.5532857"	"nightlife, restaurants"	"+15148615039"	"4:00 PM – 12:00 AM"	"4:00 PM – 12:00 AM"	"4:00 PM – 12:00 AM"	"4:00 PM – 12:00 AM"	"4:00 PM – 2:00 AM"	"4:00 PM – 2:00 AM"	"4:00 PM – 12:00 AM"	100	30.721901800	438	50.0	 5	10	20	 85.0	MATCHED
"Facebook"	"BEVO Bar + Pizzeria"	"410, rue Saint-Vincent"	"Montreal"	"QC"	"H2Y 3A5"	"Canada"	"45.50696"	"-73.55324"	"Italian Restaurant, Pizza Place, Pub"	"148615039"	"16:00-00:00"	"16:00-00:00"	"16:00-00:00"	"16:00-00:00"	"16:00-02:00"	"16:00-02:00"	"16:00-00:00"	100	38.056767202	438	50.0	 5	 0	20	 75.0	MATCHED
"Yelp"	"BEVO Bar + Pizzeria"	"410 Rue Saint Vincent"	"Montréal"	"QC"	"H2Y 3A6"	""	"45.5072165"	"-73.5535625"	"Nightlife, Restaurants, Pizza, Italian, Bars"	"5148615039, +15148615039"	"16:0-23:0"	"16:0-23:0"	"16:0-23:0"	"16:0-2:0"	"16:0-2:0"	"12:0-2:0"	"16:0-23:0"	  0	 0.000000000	438	 0.0	 0	 0	 0	  0.0	
"Google"	"Bed Bath & Beyond"	"4275 Lien Rd"	"Madison"	"WI"	"53704"	"USA"	"43.1189115"	"-89.3084085"	"shopping, shopping, shopping"	"+16082443408"	"9:00 AM – 9:00 PM"	"9:00 AM – 9:00 PM"	"9:00 AM – 9:00 PM"	"9:00 AM – 9:00 PM"	"9:00 AM – 9:00 PM"	"9:00 AM – 9:00 PM"	"10:00 AM – 7:00 PM"	100	27.958990509	462	50.0	10	10	20	 90.0	MATCHED
"Facebook"	"Bed Bath & Beyond"	"4275 Lien Road"	"Madison"	"WI"	"53704"	"United States"	"43.118880185448"	"-89.308346807957"	"Department Store, Wedding Planning Service, Gift Shop, Appliances, Home Decor, Home Improvement, Mattress Store"	"6082443408"	"09:00-21:00"	"09:00-21:00"	"09:00-21:00"	"09:00-21:00"	"09:00-21:00"	"09:00-21:00"	"10:00-19:00"	100	31.456140246	462	50.0	 5	10	20	 85.0	MATCHED
"Yelp"	"Bed Bath & Beyond"	"4275 Lien Rd"	"Madison"	"WI"	"53704"	""	"43.1191617588"	"-89.3083793795"	"Shopping, Department Stores, Fashion"	"6082443408, +16082443408"	"9:0-21:0"	"9:0-21:0"	"9:0-21:0"	"9:0-21:0"	"9:0-21:0"	"9:0-21:0"	"9:0-21:0"	  0	 0.000000000	462	 0.0	 0	 0	 0	  0.0	
"Google"	"Get N Go"	"10611 S Eastern Ave"	"Henderson"	"NV"	"89052"	"USA"	"35.9986219"	"-115.1046777"	"food, shopping"	""	""	""	""	""	""	""	""	100	35.535455223	463	50.0	 5	 0	20	 75.0	MATCHED
"Facebook"	"Get N Go"	"10611 S. Eastern"	"Henderson"	"NV"	"89052"	"United States"	"35.99846"	"-115.10442"	"Convenience Store"	"7026170120"	""	""	""	""	""	""	""	100	 9.061042666	463	50.0	20	10	20	100.0	MATCHED
"Yelp"	"Get N Go"	"10611 S Eastern"	"Henderson"	"NV"	"89052"	""	"35.9984819"	"-115.1043231"	"Convenience Stores, Automotive, Car Wash, Food, Gas Stations"	"7026170120, +17026170120"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	  0	 0.000000000	463	 0.0	 0	 0	 0	  0.0	
"Google"	"Culinary Dropout"	"4455 Paradise Rd"	"Las Vegas"	"NV"	"89169"	"USA"	"36.1093067"	"-115.1544731"	"nightlife, restaurants"	"+17025228100"	"11:00 AM – 11:00 PM"	"11:00 AM – 11:00 PM"	"11:00 AM – 11:00 PM"	"11:00 AM – 11:00 PM"	"11:00 AM – 12:00 AM"	"10:00 AM – 12:00 AM"	"10:00 AM – 11:00 PM"	100	 0.497367462	475	50.0	20	10	20	100.0	MATCHED
"Facebook"	"Culinary Dropout"	"4455 Paradise Rd."	"Las Vegas"	"NV"	"89169"	"United States"	"36.10972"	"-115.15389"	"American Restaurant, Bar"	"7025228100"	"11:00-23:00"	"11:00-23:00"	"11:00-23:00"	"11:00-23:00"	"11:00-00:00"	"10:00-00:00"	"10:00-23:00"	100	69.826145639	475	50.0	-5	10	20	 75.0	MATCHED
"Yelp"	"Culinary Dropout"	"4455 Paradise Rd"	"Las Vegas"	"NV"	"89169"	""	"36.109303"	"-115.15447"	"Venues & Event Spaces, Nightlife, Bars, Fondue, Restaurants, American (New), Event Planning & Services"	"7025228100, +17025228100"	"11:0-23:0"	"11:0-23:0"	"11:0-23:0"	"11:0-23:0"	"11:0-0:0"	"10:0-0:0"	"11:0-23:0"	  0	 0.000000000	475	 0.0	 0	 0	 0	  0.0	
"Google"	"Anthology"	"230 State St"	"Madison"	"WI"	"53703"	"USA"	"43.074957"	"-89.3893901"	"shopping"	"+16082042644"	"11:00 AM – 7:00 PM"	"11:00 AM – 7:00 PM"	"11:00 AM – 7:00 PM"	"11:00 AM – 7:00 PM"	"11:00 AM – 7:00 PM"	"10:00 AM – 8:00 PM"	"12:00 – 5:00 PM"	100	46.533977144	478	50.0	 2	10	20	 82.0	MATCHED
"Facebook"	"Anthology"	"230 State St"	"Madison"	"WI"	"53703"	"United States"	"43.07497"	"-89.38929"	"Arts & Crafts Store, Gift Shop"	"6082042644"	"10:00-18:00"	"10:00-18:00"	"10:00-18:00"	"10:00-18:00"	"10:00-18:00"	"10:00-18:00"	"11:00-17:00"	100	38.450542155	478	50.0	 5	10	20	 85.0	MATCHED
"Yelp"	"Anthology"	"218 State St"	"Madison"	"WI"	"53703"	""	"43.0749504"	"-89.3888179"	"Shopping, Event Planning & Services, Cards & Stationery, Arts & Crafts, Flowers & Gifts"	"6082042644, +16082042644"	"11:0-19:0"	"11:0-19:0"	"11:0-19:0"	"11:0-19:0"	"11:0-19:0"	"11:0-19:0"	"11:0-19:0"	  0	 0.000000000	478	 0.0	 0	 0	 0	  0.0	
