"provider"	"name"	"street"	"city"	"state"	"zip"	"country"	"latitude"	"longitude"	"categories"	"phone"	"hours_monday"	"hours_tuesday"	"hours_wednesday"	"hours_thursday"	"hours_friday"	"hours_saturday"	"hours_sunday"	"name_score"	"distance"	"index"	"score.name_score"	"score.distance_score"	"score.phone_score"	"score.category_score"	"score.sum_score"	"score.matching"
"Yelp"	"Avant Gout Restaurant"	"1108 Yonge Street"	"Toronto"	"ON"	"M4W 2L6"	""	"43.6786225"	"-79.3904647"	"Restaurants, French"	"4169163681, +14169163681"	"17:30-22:0"	"17:30-22:0"	"17:30-22:0"	"17:30-22:0"	"17:30-22:0"	"17:30-22:0"	"17:30-22:0"	  0	0.000000e+00	181	 0.0	 0	 0	 0	  0.0	
"Google"	"Lucky Brand"	"6551 S Las Vegas Blvd"	"Las Vegas"	"NV"	"89119"	"USA"	"36.069062"	"-115.1766951"	"shopping, shopping"	"+17026145260"	"10:00 AM – 8:00 PM"	"10:00 AM – 8:00 PM"	"10:00 AM – 8:00 PM"	"10:00 AM – 8:00 PM"	"10:00 AM – 8:00 PM"	"10:00 AM – 8:00 PM"	"11:00 AM – 6:00 PM"	100	5.566702e-01	186	50.0	20	10	20	100.0	MATCHED
"Facebook"	"Lucky Brand Town Square"	"6551 Las Vegas Blvd S"	"Las Vegas"	"NV"	"89119"	"United States"	"36.068942369072"	"-115.1765617699"	"Clothing Store"	"7026145260"	"10:00-21:30"	"10:00-21:30"	"10:00-21:30"	"10:00-21:30"	"10:00-21:30"	"10:00-21:30"	"10:00-21:30"	 65	1.833572e+01	186	32.5	15	10	20	 77.5	MATCHED
"Yelp"	"Lucky Brand"	"6551 Las Vegas Blvd S"	"Las Vegas"	"NV"	"89119"	""	"36.069067"	"-115.176695"	"Shopping, Women's Clothing, Fashion, Men's Clothing, Accessories"	"7026145260, +17026145260"	"10:0-20:0"	"10:0-20:0"	"10:0-20:0"	"10:0-20:0"	"10:0-20:0"	"10:0-20:0"	"10:0-20:0"	  0	0.000000e+00	186	 0.0	 0	 0	 0	  0.0	
"Google"	"Lee's Korean BBQ Woonamjung"	"6820 Spring Mountain Rd"	"Las Vegas"	"NV"	"89146"	"USA"	"36.1269027"	"-115.2411278"	"restaurants"	"+17023880488"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	 74	1.451630e+01	193	37.0	15	10	20	 82.0	MATCHED
"Facebook"	"Lee's Korean BBQ"	"6820 spring mtn rd."	"Las Vegas"	"NV"	"89146"	"United States"	"36.1267558633"	"-115.24110047462"	"Korean Restaurant"	"7023880488"	""	""	""	""	""	""	""	100	7.097840e+00	193	50.0	20	10	20	100.0	MATCHED
"Yelp"	"Lee's Korean BBQ"	"6820 Spring Mountain Rd, Ste 110"	"Las Vegas"	"NV"	"89146"	""	"36.1267945039"	"-115.241037682"	"Local Services, Korean, Restaurants"	"7023880488, +17023880488"	"9:0-9:0"	"9:0-9:0"	"9:0-9:0"	"9:0-9:0"	"9:0-9:0"	"9:0-9:0"	"9:0-9:0"	  0	0.000000e+00	193	 0.0	 0	 0	 0	  0.0	
"Google"	"Winking Lizard"	"1301 E 9th St"	"Cleveland"	"OH"	"44114"	"USA"	"41.5045163"	"-81.6902135"	"restaurants"	"+12162974490"	"11:00 AM – 11:00 PM"	"11:00 AM – 11:00 PM"	"11:00 AM – 11:00 PM"	"11:00 AM – 11:00 PM"	"11:00 AM – 12:00 AM"	"11:00 AM – 12:00 AM"	"11:00 AM – 10:00 PM"	 80	2.078833e+01	194	40.0	10	10	20	 80.0	MATCHED
"Facebook"	"Winking Lizard Tavern- Galleria"	"1301 E 9th St"	"Cleveland"	"OH"	"44114"	"United States"	"41.504555994149"	"-81.690184942894"	"American Restaurant, Bar & Grill, Pub"	"2162974490"	"11:00-23:00"	"11:00-23:00"	"11:00-23:00"	"11:00-23:00"	"11:00-00:00"	"11:00-00:00"	"11:00-22:00"	 82	1.663938e+01	194	41.0	15	10	20	 86.0	MATCHED
"Yelp"	"Winking Lizard Tavern"	"1301 E 9th St"	"Cleveland"	"OH"	"44114"	""	"41.5046140112"	"-81.690001"	"Nightlife, Bars, Restaurants, American (Traditional)"	"2162974490, +12162974490"	"11:0-23:0"	"11:0-23:0"	"11:0-23:0"	"11:0-23:0"	"11:0-0:0"	"11:0-0:0"	"11:0-23:0"	  0	0.000000e+00	194	 0.0	 0	 0	 0	  0.0	
"Google"	"ARCO"	"1195 E Pyle Ave"	"Las Vegas"	"NV"	"89183"	"USA"	"36.006087"	"-115.137531"	"auto"	"+17026163932"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	 62	8.214185e+00	197	31.0	20	10	20	 81.0	MATCHED
"Facebook"	"ARCO"	"1195 E Pyle Ave"	"Las Vegas"	"NV"	"89183"	"United States"	"36.006034"	"-115.137652"	"Gas Station"	"7026163932"	""	""	""	""	""	""	""	 62	1.936790e+01	197	31.0	15	10	20	 76.0	MATCHED
"Yelp"	"ARCO ampm"	"1195 E Pyle Ave"	"Las Vegas"	"NV"	"89183"	""	"36.0060712"	"-115.1374419"	"Automotive, Food, Convenience Stores, Gas Stations"	"7026163932, +17026163932"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	  0	0.000000e+00	197	 0.0	 0	 0	 0	  0.0	
"Google"	"ampm"	"1195 E Pyle Ave"	"Las Vegas"	"NV"	"89183"	"USA"	"36.006024"	"-115.137647"	"food, financialservices, auto"	"+17026163932"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	 62	1.920259e+01	197	31.0	15	10	20	 76.0	MATCHED
"Facebook"	"ARCO"	"1195 E Pyle Ave"	"Las Vegas"	"NV"	"89183"	"United States"	"36.006034"	"-115.137652"	"Gas Station"	"7026163932"	""	""	""	""	""	""	""	 62	1.936790e+01	197	31.0	15	10	20	 76.0	MATCHED
"Yelp"	"ARCO ampm"	"1195 E Pyle Ave"	"Las Vegas"	"NV"	"89183"	""	"36.0060712"	"-115.1374419"	"Automotive, Food, Convenience Stores, Gas Stations"	"7026163932, +17026163932"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	  0	0.000000e+00	197	 0.0	 0	 0	 0	  0.0	
"Google"	"Ginkgo Café & Bar"	"UQAM - PavilionJA DesèveRue Sainte-Catherine E #308"	"Montréal"	"QC"	"H2X"	"Canada"	"45.5127967"	"-73.5610991"	"restaurants, nightlife, restaurants"	"+15143794449"	"7:00 AM – 12:00 AM"	"7:00 AM – 12:00 AM"	"7:00 AM – 12:00 AM"	"7:00 AM – 1:00 AM"	"7:00 AM – 1:00 AM"	"7:00 AM – 1:00 AM"	"7:00 AM – 3:00 PM"	 60	7.397785e-03	199	30.0	20	10	20	 80.0	MATCHED
"Facebook"	"Ginkgo"	"308 rue Ste-Catherine est"	"Montreal"	"QC"	"H2X 1L7"	"Canada"	"45.51279"	"-73.56047"	"Restaurant, Pub"	"5143794449"	"07:00-00:00"	"07:00-00:00"	"07:00-00:00"	"07:00-01:00"	"07:00-03:00"	"07:00-03:00"	"07:00-15:00"	100	4.907398e+01	199	50.0	 2	10	20	 82.0	MATCHED
"Yelp"	"Ginkgo"	"308 Rue Sainte-Catherine E"	"Montréal"	"QC"	"H2X 1L7"	""	"45.5127967384"	"-73.5610990226"	"Coffee & Tea, Salad, Nightlife, Food, Tapas Bars, Bars, Breakfast & Brunch, Restaurants, Creperies"	"5143794449, +15143794449"	"7:0-0:0"	"7:0-0:0"	"7:0-0:0"	"7:0-0:0"	"7:0-3:0"	"7:0-3:0"	"7:0-0:0"	  0	0.000000e+00	199	 0.0	 0	 0	 0	  0.0	
"Google"	"Starbucks"	"3900 Hwy 7 Unit #1"	"Woodbridge"	"ON"	"L4L"	"Canada"	"43.7887663"	"-79.5530624"	"restaurants, shopping"	"+19052642298"	"6:00 AM – 10:00 PM"	"6:00 AM – 10:00 PM"	"6:00 AM – 10:00 PM"	"6:00 AM – 10:00 PM"	"6:00 AM – 10:00 PM"	"7:00 AM – 10:00 PM"	"7:00 AM – 9:00 PM"	100	2.763960e+01	209	50.0	10	 0	20	 80.0	MATCHED
"Facebook"	"Starbucks Canada"	"3900 Hwy 7"	"Woodbridge"	"ON"	"L4H 1A6"	"Canada"	"43.788684189314"	"-79.553239622201"	"Coffee Shop"	"(9052642298\""	"06:00-22:00"	"06:00-22:00"	"06:00-22:00"	"06:00-22:00"	"06:00-22:00"	"07:00-22:00"	"07:00-21:00"	 72	1.190846e+01	209	36.0	15	 0	20	 71.0	MATCHED
"Yelp"	"Starbucks"	"3900 Highway 7, Unit 1"	"Woodbridge"	"ON"	"L4L 1A6"	""	"43.7886858576"	"-79.5533877909"	"Restaurants, Food, Coffee & Tea, Cafes"	"9052646401, +19052646401"	"6:0-22:0"	"6:0-22:0"	"6:0-22:0"	"6:0-22:0"	"6:0-22:0"	"7:0-22:0"	"6:0-22:0"	  0	0.000000e+00	209	 0.0	 0	 0	 0	  0.0	
"Google"	"Fany's Tailor Alteration Dry Cleaning"	"3370 S Hualapai Way"	"Las Vegas"	"NV"	"89117"	"USA"	"36.1284289"	"-115.314551"	"localservices"	"+17028383584"	"7:00 AM – 8:00 PM"	"7:00 AM – 8:00 PM"	"7:00 AM – 8:00 PM"	"7:00 AM – 8:00 PM"	"7:00 AM – 8:00 PM"	"8:00 AM – 6:00 PM"	"10:00 AM – 5:00 PM"	 83	9.809605e+00	223	41.5	20	10	20	 91.5	MATCHED
"Facebook"	"Fany's Tailor & Dry Cleaning"	"3370 S Hualapai Way Ste 130"	"Las Vegas"	"NV"	"89117"	"United States"	"36.1284294"	"-115.3145599"	"Dry Cleaner"	"7028383584"	""	""	""	""	""	""	""	100	1.054121e+01	223	50.0	15	10	 0	 75.0	MATCHED
"Yelp"	"Fany's Tailor & Dry Cleaning"	"3370 S Hualapai Way, Ste 130"	"Las Vegas"	"NV"	"89117"	""	"36.128386"	"-115.3144557"	"Sewing & Alterations, Local Services, Dry Cleaning, Laundry Services, Dry Cleaning & Laundry"	"7028383584, +17028383584"	"7:0-19:0"	"7:0-19:0"	"7:0-19:0"	"7:0-19:0"	"7:0-19:0"	"8:0-17:0"	"7:0-19:0"	  0	0.000000e+00	223	 0.0	 0	 0	 0	  0.0	
"Google"	"H2O Sushi & Izakaya"	"325 Hughes Center Dr #120"	"Las Vegas"	"NV"	"89169"	"USA"	"36.1152242"	"-115.1585352"	"restaurants"	"+17023690902"	"11:30 AM – 11:00 PM"	"11:30 AM – 11:00 PM"	"11:30 AM – 11:00 PM"	"11:30 AM – 12:00 AM"	"11:30 AM – 12:00 AM"	"11:30 AM – 12:00 AM"	"11:30 AM – 11:00 PM"	100	1.064633e+01	234	50.0	15	10	20	 95.0	MATCHED
"Facebook"	"H2O Sushi & Izakaya - Las Vegas"	"325 Hughes Center Dr"	"Las Vegas"	"NV"	"89169"	"United States"	"36.115209964295"	"-115.15868663072"	"Sushi Restaurant, Asian Fusion Restaurant"	"7023690902"	"10:00-22:00"	"10:00-22:00"	"10:00-22:00"	"10:00-22:00"	"10:00-22:00"	"10:00-23:00"	"10:00-23:00"	 77	2.037163e+01	234	38.5	10	10	20	 78.5	MATCHED
"Yelp"	"H2O Sushi & Izakaya"	"325 Hughes Center Dr, Ste 120"	"Las Vegas"	"NV"	"89169"	""	"36.115316"	"-115.158502"	"Sushi Bars, Food, Buffets, Japanese, Izakaya, Desserts, Restaurants"	"7023690902, +17023690902"	"11:30-23:0"	"11:30-23:0"	"11:30-23:0"	"11:30-0:0"	"11:30-0:0"	"11:30-0:0"	"11:30-23:0"	  0	0.000000e+00	234	 0.0	 0	 0	 0	  0.0	
"Google"	"241 Pizza"	"2318 Danforth Ave"	"Toronto"	"ON"	"M4C"	"Canada"	"43.687113"	"-79.307211"	"localservices, restaurants"	"+14162410241"	"11:00 AM – 12:00 AM"	"11:00 AM – 12:00 AM"	"11:00 AM – 12:00 AM"	"11:00 AM – 1:00 AM"	"11:00 AM – 2:00 AM"	"11:00 AM – 2:00 AM"	"11:00 AM – 12:00 AM"	100	1.373750e-02	237	50.0	20	10	20	100.0	MATCHED
"Facebook"	"2 For 1 Pizza"	"2318 Danforth Ave"	"Toronto"	"ON"	"M4C 1K7"	"Canada"	"43.68717"	"-79.30723"	"Pizza Place, Italian Restaurant"	"14164242929"	""	""	""	""	""	""	""	 64	6.535883e+00	237	32.0	20	 0	20	 72.0	MATCHED
"Yelp"	"241 Pizza"	"2318 Danforth Ave"	"Scarborough"	"ON"	"M4C 1K7"	""	"43.6871129"	"-79.3072111"	"Restaurants, Pizza"	"4162410241, +14162410241"	"11:0-0:0"	"11:0-0:0"	"11:0-0:0"	"11:0-1:0"	"11:0-2:0"	"11:0-2:0"	"11:0-0:0"	  0	0.000000e+00	237	 0.0	 0	 0	 0	  0.0	
"Google"	"Norman's Cuttin' Edge Barbershop"	"411 Walnut St"	"Sewickley"	"PA"	"15143"	"USA"	"40.540517"	"-80.182709"	"beautysvc, health"	"+14127167243"	"10:00 AM – 5:00 PM"	"10:00 AM – 5:00 PM"	"10:00 AM – 5:00 PM"	"10:00 AM – 5:00 PM"	"10:00 AM – 5:00 PM"	"9:00 AM – 3:00 PM"	"10:00 AM – 2:00 PM"	 93	1.881486e+01	269	46.5	15	10	20	 91.5	MATCHED
"Facebook"	"Normans Cuttin' Edge Barber Shop"	"411 Walnut St"	"Sewickley"	"PA"	"15143"	"United States"	"40.5403524"	"-80.1827852"	"Hair Salon, Barber Shop"	"4127167243"	"10:00-17:00"	"10:00-17:00"	"10:00-17:00"	"10:00-17:00"	"10:00-17:00"	"09:00-15:00"	"10:00-13:00"	 83	2.347195e+01	269	41.5	10	10	20	 81.5	MATCHED
"Yelp"	"Norman's Cutting Edge Brbrshp"	"411 Walnut St"	"Sewickley"	"PA"	"15143"	""	"40.5404233"	"-80.1825239"	"Cosmetics & Beauty Supply, Beauty & Spas, Shopping, Barbers"	"4127167243, +14127167243"	"10:0-17:0"	"10:0-17:0"	"10:0-17:0"	"10:0-17:0"	"10:0-17:0"	"9:0-15:0"	"10:0-17:0"	  0	0.000000e+00	269	 0.0	 0	 0	 0	  0.0	
"Google"	"AutoZone Auto Parts"	"3455 S Decatur Blvd"	"Las Vegas"	"NV"	"89102"	"USA"	"36.1265894"	"-115.2087206"	"auto, shopping"	"+17023621540"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	 59	5.173478e+00	317	29.5	20	10	20	 79.5	MATCHED
"Facebook"	"AutoZone"	"3455 S Decatur"	"Las Vegas"	"NV"	"89102"	"United States"	"36.126615223513"	"-115.20869061713"	"Automotive Parts Store"	"7023621540"	""	""	""	""	""	""	""	100	1.654545e+00	317	50.0	20	10	 0	 80.0	MATCHED
"Yelp"	"Autozone"	"3455 S Decatur Blvd"	"Las Vegas"	"NV"	"89102"	""	"36.12663"	"-115.2086926"	"Auto Repair, Auto Parts & Supplies, Automotive"	"7023621540, +17023621540"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	  0	0.000000e+00	317	 0.0	 0	 0	 0	  0.0	
"Google"	"Subway Restaurants"	"6520 E Lake Mead Blvd"	"Las Vegas"	"NV"	"89156"	"USA"	"36.1966629"	"-115.0306346"	"restaurants"	"+17024526414"	"7:00 AM – 12:00 AM"	"7:00 AM – 12:00 AM"	"7:00 AM – 12:00 AM"	"7:00 AM – 12:00 AM"	"8:00 AM – 12:00 AM"	"8:00 AM – 12:00 AM"	"7:00 AM – 12:00 AM"	 50	1.496295e+01	328	25.0	15	10	20	 70.0	MATCHED
"Facebook"	"Subway"	"6520 E Lake Mead Blvd"	"Sunrise Manor"	"NV"	"89156"	"United States"	"36.196713651686"	"-115.03052756873"	"Sandwich Shop"	"7024526414"	""	""	""	""	""	""	""	100	3.832692e+00	328	50.0	20	10	20	100.0	MATCHED
"Yelp"	"Subway"	"6520 E Lake Mead Blvd, Ste 100"	"Las Vegas"	"NV"	"89156"	""	"36.1967273"	"-115.0304884"	"Restaurants, Fast Food, Sandwiches"	"7024526414, +17024526414"	"7:0-2:0"	"7:0-2:0"	"7:0-2:0"	"7:0-2:0"	"8:0-2:0"	"8:0-2:0"	"7:0-2:0"	  0	0.000000e+00	328	 0.0	 0	 0	 0	  0.0	
"Google"	"Hi Scores | Bar Arcade"	"4785 Blue Diamond Rd"	"Las Vegas"	"NV"	"89139"	"USA"	"36.0329684"	"-115.205642"	"nightlife, restaurants"	"+17028881999"	"10:00 AM – 2:00 AM"	"10:00 AM – 2:00 AM"	"10:00 AM – 2:00 AM"	"10:00 AM – 2:00 AM"	"10:00 AM – 2:00 AM"	"10:00 AM – 2:00 AM"	"10:00 AM – 2:00 AM"	 62	1.787377e+00	330	31.0	20	10	20	 81.0	MATCHED
"Facebook"	"Hi Scores Blue Diamond"	"4785 Blue Diamond Rd"	"Las Vegas"	"NV"	"89139"	"United States"	"36.032942713001"	"-115.205673354"	"Arcade, American Restaurant"	"7028881999"	""	""	""	""	""	""	""	100	5.721694e+00	330	50.0	20	10	20	100.0	MATCHED
"Yelp"	"Hi Scores - Blue Diamond"	"4785 Blue Diamond Rd"	"Las Vegas"	"NV"	"89139"	""	"36.032975"	"-115.2056239"	"Breakfast & Brunch, Restaurants, Bars, Arcades, Arts & Entertainment, Nightlife"	"7028881999, +17028881999"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	  0	0.000000e+00	330	 0.0	 0	 0	 0	  0.0	
"Google"	"3 Amigos"	"1621 Rue Saint-Denis"	"Montréal"	"QC"	"H2X"	"Canada"	"45.515026"	"-73.562918"	"restaurants"	"+15149876868"	"11:00 AM – 11:30 PM"	"11:00 AM – 11:30 PM"	"11:00 AM – 12:00 AM"	"11:00 AM – 12:00 AM"	"11:00 AM – 1:00 AM"	"12:00 PM – 1:00 AM"	"12:00 – 11:30 PM"	100	3.339585e-01	334	50.0	20	10	20	100.0	MATCHED
"Facebook"	"Les 3 Amigos!"	"1621, rue Saint-Denis"	"Montreal"	"QC"	"H2X 3K3"	"Canada"	"45.515087924"	"-73.563052796"	"Tex-Mex Restaurant"		""	""	""	""	""	""	""	 80	1.239286e+01	334	40.0	15	 0	20	 75.0	MATCHED
"Yelp"	"3 Amigos"	"1621 Rue Saint-Denis"	"Montréal"	"QC"	"H2X 3K3"	""	"45.515029"	"-73.562918"	"Mexican, Restaurants, Tex-Mex"	"5149876868, +15149876868"	"11:0-23:30"	"11:0-23:30"	"11:0-0:0"	"11:0-0:0"	"11:0-1:0"	"12:0-1:0"	"11:0-23:30"	  0	0.000000e+00	334	 0.0	 0	 0	 0	  0.0	
"Google"	"GUINNESS Store"	"3930 S Las Vegas Blvd #129"	"Las Vegas"	"NV"	"89119"	"USA"	"36.0936468"	"-115.1763092"	"nightlife, shopping"	"+17026327773"	"10:00 AM – 11:00 PM"	"10:00 AM – 11:00 PM"	"10:00 AM – 11:00 PM"	"10:00 AM – 11:00 PM"	"10:00 AM – 11:00 PM"	"10:00 AM – 11:00 PM"	"10:00 AM – 11:00 PM"	100	1.290140e+01	339	50.0	15	10	20	 95.0	MATCHED
"Facebook"	"Guinness Store Las Vegas"	"3930 S Las Vegas Blvd, # 129"	"Las Vegas"	"NV"	"89119"	"United States"	"36.09361725042"	"-115.17628746249"	"Gift Shop, Bar"	"7026327773"	"10:00-23:00"	"10:00-23:00"	"10:00-23:00"	"10:00-23:00"	"10:00-23:00"	"10:00-23:00"	"10:00-23:00"	 74	1.198398e+01	339	37.0	15	10	20	 82.0	MATCHED
"Yelp"	"Guinness Store"	"3950 S Las Vegas Blvd, Ste 129"	"Las Vegas"	"NV"	"89119"	""	"36.0935542023"	"-115.17639545"	"Souvenir Shops, Shopping"	"7026327773, +17026327773"	"10:0-23:0"	"10:0-23:0"	"10:0-23:0"	"10:0-23:0"	"10:0-23:0"	"10:0-23:0"	"10:0-23:0"	  0	0.000000e+00	339	 0.0	 0	 0	 0	  0.0	
"Google"	"Jamba Juice"	"1121 S Decatur Blvd Ste.. 110"	"Las Vegas"	"NV"	"89102"	"USA"	"36.158297"	"-115.205363"	"restaurants"	"+17023879630"	"7:00 AM – 8:00 PM"	"7:00 AM – 8:00 PM"	"7:00 AM – 8:00 PM"	"7:00 AM – 8:00 PM"	"7:00 AM – 8:00 PM"	"7:00 AM – 8:00 PM"	"9:00 AM – 7:00 PM"	100	2.017238e+01	342	50.0	10	10	 0	 70.0	MATCHED
"Facebook"	"Jamba Juice Westland Fair"	"1121 S Decatur Blvd.,, Ste.. 110"	"Las Vegas"	"NV"	"89102"	"United States"	"36.158297"	"-115.205363"	"Smoothie & Juice Bar, Restaurant"	"7023879630"	"07:00-20:00"	"07:00-20:00"	"07:00-20:00"	"07:00-20:00"	"07:00-20:00"	"07:00-20:00"	"09:00-19:00"	 61	2.017238e+01	342	30.5	10	10	20	 70.5	MATCHED
"Yelp"	"Jamba Juice"	"1121 S Decatur Blvd, Ste 110"	"Las Vegas"	"NV"	"89102"	""	"36.1584047"	"-115.2051825"	"Juice Bars & Smoothies, Food"	"7023879630, +17023879630"	"7:0-20:0"	"7:0-20:0"	"7:0-20:0"	"7:0-20:0"	"7:0-20:0"	"7:0-20:0"	"7:0-20:0"	  0	0.000000e+00	342	 0.0	 0	 0	 0	  0.0	
"Google"	"Moneytree"	"1175 E Charleston Blvd"	"Las Vegas"	"NV"	"89104"	"USA"	"36.1595739"	"-115.1370607"	"financialservices"	"+17023846669"	"7:00 AM – 11:00 PM"	"7:00 AM – 11:00 PM"	"7:00 AM – 11:00 PM"	"7:00 AM – 11:00 PM"	"7:00 AM – 11:00 PM"	"7:00 AM – 11:00 PM"	"7:00 AM – 11:00 PM"	100	2.000841e+00	347	50.0	20	10	20	100.0	MATCHED
"Facebook"	"Moneytree, Inc."	"1175 E. Charleston Blvd.,"	"Las Vegas"	"NV"	"89104"	"United States"	"36.159130025"	"-115.137194202"	"Loan Service, Cash Advance Service"	"7023846669"	""	""	""	""	""	""	""	 82	4.941981e+01	347	41.0	 2	10	20	 73.0	MATCHED
"Yelp"	"Moneytree"	"1175 E Charleston Blvd"	"Las Vegas"	"NV"	"89104"	""	"36.1595583365"	"-115.137049564"	"Title Loans, Check Cashing/Pay-day Loans, Financial Services, Installment Loans"	"7023846669, +17023846669"	"7:0-23:0"	"7:0-23:0"	"7:0-23:0"	"7:0-23:0"	"7:0-23:0"	"7:0-23:0"	"7:0-23:0"	  0	0.000000e+00	347	 0.0	 0	 0	 0	  0.0	
"Google"	"Hot Plate"	"69 Dundas St W"	"Mississauga"	"ON"	"L5B"	"Canada"	"43.578885"	"-79.618548"	"restaurants"	"+19058484100"	"11:00 AM – 2:00 AM"	"11:00 AM – 2:00 AM"	"11:00 AM – 2:00 AM"	"11:00 AM – 2:00 AM"	"11:00 AM – 3:00 AM"	"11:00 AM – 3:00 AM"	"11:00 AM – 2:00 AM"	100	1.025954e-09	358	50.0	20	10	20	100.0	MATCHED
"Facebook"	"Hot Plate Halal Restaurant"	"69 Dundas Streets West"	"Mississauga"	"ON"	"L5B 1H7"	"Canada"	"43.578842533336"	"-79.618463755561"	"Fast Food Restaurant"	"9058484100"	"11:30-22:30"	"11:30-22:30"	"11:30-22:30"	"11:30-22:30"	"11:30-22:30"	"11:30-22:30"	"11:30-22:30"	 51	8.276619e+00	358	25.5	20	10	20	 75.5	MATCHED
"Yelp"	"Hot Plate"	"69 Dundas St W"	"Mississauga"	"ON"	"L5B 1H7"	""	"43.578885"	"-79.618548"	"Restaurants, Indian, Halal, Pakistani"	"9058484100, +19058484100"	"9:0-1:0"	"9:0-1:0"	"9:0-1:0"	"9:0-1:0"	"9:0-3:0"	"9:0-3:0"	"9:0-1:0"	  0	0.000000e+00	358	 0.0	 0	 0	 0	  0.0	
"Google"	"BelAir Cantina Madison"	"111 Martin Luther King Jr Blvd"	"Madison"	"WI"	"53703"	"USA"	"43.0738063"	"-89.3826584"	"restaurants"	"+16086206040"	"11:00 AM – 10:00 PM"	"11:00 AM – 10:00 PM"	"11:00 AM – 10:00 PM"	"11:00 AM – 10:00 PM"	"11:00 AM – 11:00 PM"	"10:00 AM – 11:00 PM"	"10:00 AM – 10:00 PM"	 78	3.289273e+01	365	39.0	 5	10	20	 74.0	MATCHED
"Facebook"	"BelAir Cantina"	"111 MARTIN LUTHER KING JR. BLVD."	"Madison"	"WI"	"53703"	"United States"	"43.0738"	"-89.3824"	"Mexican Restaurant"	"6086206040"	"11:00-22:00"	"11:00-22:00"	"11:00-22:00"	"11:00-22:00"	"11:00-23:00"	"10:00-23:00"	"10:00-22:00"	100	1.186903e+01	365	50.0	15	10	20	 95.0	MATCHED
"Yelp"	"Belair Cantina"	"111 Martin Luther King Jr Blvd"	"Madison"	"WI"	"53703"	""	"43.0737969"	"-89.3822541"	"Restaurants, Latin American, Bars, Nightlife, Mexican"	"6086206040, +16086206040"	"11:0-23:0"	"11:0-23:0"	"11:0-23:0"	"11:0-23:0"	"11:0-23:0"	"10:0-23:0"	"11:0-23:0"	  0	0.000000e+00	365	 0.0	 0	 0	 0	  0.0	
"Google"	"Rooms To Go Furniture Store"	"4315 E Independence Blvd Suite A"	"Charlotte"	"NC"	"28205"	"USA"	"35.1976904"	"-80.7679448"	"shopping, shopping, shopping"	"+17045633350"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"12:00 – 6:00 PM"	 58	0.000000e+00	371	29.0	20	10	20	 79.0	MATCHED
"Facebook"	"Rooms To Go Furniture Store"	"4315 E Independence Blvd"	"Charlotte"	"NC"	"28205"	"United States"	"35.197776901864"	"-80.768029018959"	"Furniture Store"	"7045633350"	""	""	""	""	""	""	""	 58	1.230516e+01	371	29.0	15	10	20	 74.0	MATCHED
"Yelp"	"Rooms To Go"	"4315 E Independence Blvd"	"Charlotte"	"NC"	"28205"	""	"35.1976904"	"-80.7679448"	"Home & Garden, Shopping, Home Decor, Furniture Stores, Mattresses"	"7045633350, +17045633350"	"10:0-21:0"	"10:0-21:0"	"10:0-21:0"	"10:0-21:0"	"10:0-21:0"	"10:0-21:0"	"10:0-21:0"	  0	0.000000e+00	371	 0.0	 0	 0	 0	  0.0	
"Google"	"Purrfect Auto Services #118"	"4295 S Fort Apache Rd #100"	"Las Vegas"	"NV"	"89147"	"USA"	"36.1115301"	"-115.2975307"	"auto"	"+17022207410"	"8:00 AM – 6:00 PM"	"8:00 AM – 6:00 PM"	"8:00 AM – 6:00 PM"	"8:00 AM – 6:00 PM"	"8:00 AM – 6:00 PM"	"8:00 AM – 6:00 PM"	"9:00 AM – 6:00 PM"	 89	9.888356e+00	397	44.5	20	10	20	 94.5	MATCHED
