"provider"	"name"	"street"	"city"	"state"	"zip"	"country"	"latitude"	"longitude"	"categories"	"phone"	"hours_monday"	"hours_tuesday"	"hours_wednesday"	"hours_thursday"	"hours_friday"	"hours_saturday"	"hours_sunday"	"name_score"	"distance"	"index"	"score.name_score"	"score.distance_score"	"score.phone_score"	"score.category_score"	"score.sum_score"	"score.matching"
"Google"	"Come As You Are Co-operative Warehouse"	"Toronto"	"Toronto"	"ON"		"Canada"	"43.6374217"	"-79.4750466"	"shopping"	"+14165047934"	""	""	""	""	""	""	""	 85	2.322894e+01	152	42.5	10	 0	20	 72.5	MATCHED
"Facebook"	"Come As You Are Co-operative"	"6 Ripley Ave"	"Toronto"	"ON"	"M6s3n9"	"Canada"	"43.63737"	"-79.47492"	"Local Business"	"8885047934"	""	""	""	""	""	""	""	100	1.160736e+01	152	50.0	15	10	 0	 75.0	MATCHED
"Yelp"	"Come As You Are Co-operative"	"2-6 Ripley Avenue"	"Toronto"	"ON"	"M6S 3N9"	""	"43.6373037"	"-79.4748088"	"Shopping, Electronics, Books, Mags, Music & Video, Bookstores, Adult, Music & DVDs"	"8885047934, +18885047934"	"11:0-19:0"	"11:0-19:0"	"11:0-19:0"	"11:0-19:0"	"11:0-19:0"	"11:0-19:0"	"11:0-19:0"	  0	0.000000e+00	152	 0.0	 0	 0	 0	  0.0	
"Google"	"Brothers Pizza & Wings"	"976 Pape Ave A"	"East York"	"ON"	"M4K"	"Canada"	"43.6878529"	"-79.3485195"	"restaurants"	"+16473515566"	"11:00 AM – 11:00 PM"	"11:00 AM – 11:00 PM"	"11:00 AM – 11:00 PM"	"11:00 AM – 11:00 PM"	"11:00 AM – 12:00 AM"	"11:00 AM – 12:00 AM"	"11:00 AM – 11:00 PM"	 84	9.621014e+00	155	42.0	20	10	20	 92.0	MATCHED
"Facebook"	"Brother's Pizza"	"976A Pape Avenue"	"Toronto"	"ON"		"Canada"	"43.68786"	"-79.34849"	"Pizza Place"	"473515566"	""	""	""	""	""	""	""	 75	7.119089e+00	155	37.5	20	 0	20	 77.5	MATCHED
"Yelp"	"Brother's Pizza and Wings"	"976A Pape Avenue"	"Toronto"	"ON"	"M4K 3V7"	""	"43.6878784"	"-79.3484053"	"Restaurants, Pizza"	"6473515566, +16473515566"	"9:0-22:0"	"9:0-22:0"	"9:0-22:0"	"9:0-22:0"	"9:0-22:0"	"9:0-22:0"	"9:0-22:0"	  0	0.000000e+00	155	 0.0	 0	 0	 0	  0.0	
"Google"	"Nobu Sushi"	"1813 Rue Jean-Talon Est"	"Montréal"	"QC"	"H2E"	"Canada"	"45.54822"	"-73.607034"	"localservices, localservices, restaurants"	"+15145646627"	"11:00 AM – 9:30 PM"	"11:00 AM – 9:30 PM"	"11:00 AM – 9:30 PM"	"11:00 AM – 9:30 PM"	"11:00 AM – 9:30 PM"	"12:00 – 9:30 PM"	"3:00 – 9:30 PM"	 84	1.801498e+01	166	42.0	15	10	20	 87.0	MATCHED
"Facebook"	"Sushi Nobu"	"1813 Jean-talon est"	"Montreal"	"QC"	"H2E 1T4"	"Canada"	"45.54828"	"-73.60705"	"Sushi Restaurant"	"145646627"	""	""	""	""	""	""	""	 84	2.473143e+01	166	42.0	10	 0	20	 72.0	MATCHED
"Yelp"	"Sushi Lobü"	"1813 Rue Jean-Talon E"	"Montréal"	"QC"	"H2E 1T4"	""	"45.5480687"	"-73.606952"	"Sushi Bars, Japanese, Restaurants"	"5145646627, +15145646627"	"11:0-21:30"	"11:0-21:30"	"11:0-21:30"	"11:0-21:30"	"11:0-21:30"	"12:0-21:30"	"11:0-21:30"	  0	0.000000e+00	166	 0.0	 0	 0	 0	  0.0	
"Google"	"Pasteizza"	"45 Avenue Westminster N"	"Montréal-Ouest"	"QC"	"H4X"	"Canada"	"45.4530106"	"-73.6454007"	"restaurants"	"+15144817731"	"11:00 AM – 10:00 PM"	"11:00 AM – 10:00 PM"	"11:00 AM – 10:00 PM"	"11:00 AM – 10:00 PM"	"11:00 AM – 10:00 PM"	"11:00 AM – 10:00 PM"	"4:00 – 10:00 PM"	100	1.556161e+00	167	50.0	20	10	20	100.0	MATCHED
"Facebook"	"Pasteizza"	"45 Westminster North"	"Montréal-Ouest"	"QC"	"H4X 1Y8"	"Canada"	"45.45309"	"-73.6454"	"Pizza Place, Italian Restaurant"	"15194817731"	""	""	""	""	""	""	""	100	7.994048e+00	167	50.0	20	 0	20	 90.0	MATCHED
"Yelp"	"Pasteizza"	"45 Westminster Avenue N"	"Montréal-Ouest"	"QC"	"H4X 1Y8"	""	"45.4530189886"	"-73.6453847589"	"Restaurants, Salad, Pizza"	"5144817731, +15144817731"	"11:0-22:0"	"11:0-22:0"	"11:0-22:0"	"11:0-22:0"	"11:0-23:0"	"11:0-23:0"	"11:0-22:0"	  0	0.000000e+00	167	 0.0	 0	 0	 0	  0.0	
"Google"	"Le Thai 2"	"#52202 W Charleston Blvd"	"Las Vegas"	"NV"	"89106"	"USA"	"36.1595798"	"-115.1720099"	"restaurants"	"+17026753892"	"11:00 AM – 9:00 PM"	"11:00 AM – 9:00 PM"	"11:00 AM – 9:00 PM"	"11:00 AM – 9:00 PM"	"11:00 AM – 9:00 PM"	"12:00 – 8:00 PM"	"Closed"	100	1.462055e+01	170	50.0	15	10	20	 95.0	MATCHED
"Facebook"	"Le Thai 2"	"2202 W Charleston Blvd #5"	"Las Vegas"	"NV"	"89102"	"United States"	"36.159584"	"-115.17209"	"Thai Restaurant"		""	""	""	""	""	""	""	100	1.174002e+01	170	50.0	15	 0	20	 85.0	MATCHED
"Yelp"	"Le Thai 2"	"2202 W Charleston Blvd, Ste 5"	"Las Vegas"	"NV"	"89102"	""	"36.1596891529"	"-115.1721"	"Asian Fusion, Thai, Restaurants"	"7026753892, +17026753892"	"11:0-21:0"	"11:0-21:0"	"11:0-21:0"	"11:0-21:0"	"11:0-21:0"	"12:0-20:0"	"11:0-21:0"	  0	0.000000e+00	170	 0.0	 0	 0	 0	  0.0	
"Google"	"Avant Gout"	"1108 Yonge St"	"Toronto"	"ON"	"M4W"	"Canada"	"43.6786225"	"-79.3904647"	"nightlife, restaurants"	"+14169163681"	"5:30 – 10:00 PM"	"5:30 – 10:00 PM"	"5:30 – 10:00 PM"	"5:30 – 10:00 PM"	"5:30 – 10:00 PM"	"5:30 – 10:00 PM"	"10:30 AM – 2:30 PM, 5:30 – 10:00 PM"	 65	0.000000e+00	181	32.5	20	10	20	 82.5	MATCHED
"Facebook"	"Avant Gout Restaurant"	"1108 Yonge St"	"Toronto"	"ON"	"M4W 2L6"	"Canada"	"43.67864"	"-79.39045"	"Restaurant"	"1(4169163681"	""	""	""	""	""	""	""	100	2.279406e+00	181	50.0	20	 0	20	 90.0	MATCHED
"Yelp"	"Avant Gout Restaurant"	"1108 Yonge Street"	"Toronto"	"ON"	"M4W 2L6"	""	"43.6786225"	"-79.3904647"	"Restaurants, French"	"4169163681, +14169163681"	"17:30-22:0"	"17:30-22:0"	"17:30-22:0"	"17:30-22:0"	"17:30-22:0"	"17:30-22:0"	"17:30-22:0"	  0	0.000000e+00	181	 0.0	 0	 0	 0	  0.0	
"Google"	"The Emmet Ray"	"924 College St"	"Toronto"	"ON"	"M6H"	"Canada"	"43.6539151"	"-79.4256873"	"nightlife, nightlife, restaurants"	"+14167924497"	"5:00 PM – 2:00 AM"	"5:00 PM – 2:00 AM"	"5:00 PM – 2:00 AM"	"5:00 PM – 2:00 AM"	"5:00 PM – 2:00 AM"	"5:00 PM – 2:00 AM"	"5:00 PM – 2:00 AM"	100	2.006933e+00	184	50.0	20	10	20	100.0	MATCHED
"Facebook"	"The Emmet Ray"	"924 College St"	"Toronto"	"ON"	"M6H 1A4"	"Canada"	"43.65393"	"-79.42571"	"Pub, Bar & Grill"	"167924497"	"17:00-02:45"	"17:00-02:45"	"17:00-02:45"	"17:00-02:45"	"17:00-02:45"	"17:00-02:45"	"17:00-02:45"	100	4.363921e+00	184	50.0	20	 0	20	 90.0	MATCHED
"Yelp"	"The Emmet Ray"	"924 College Street"	"Toronto"	"ON"	"M6H 1A4"	""	"43.65391"	"-79.4256634"	"Jazz & Blues, Nightlife, Arts & Entertainment, Music Venues"	"4167924497, +14167924497"	"17:0-2:0"	"17:0-2:0"	"17:0-2:0"	"17:0-2:0"	"17:0-2:0"	"17:0-2:0"	"17:0-2:0"	  0	0.000000e+00	184	 0.0	 0	 0	 0	  0.0	
"Google"	"Starbucks"	"3900 Hwy 7 Unit #1"	"Woodbridge"	"ON"	"L4L"	"Canada"	"43.7887663"	"-79.5530624"	"restaurants, shopping"	"+19052642298"	"6:00 AM – 10:00 PM"	"6:00 AM – 10:00 PM"	"6:00 AM – 10:00 PM"	"6:00 AM – 10:00 PM"	"6:00 AM – 10:00 PM"	"7:00 AM – 10:00 PM"	"7:00 AM – 9:00 PM"	100	2.763960e+01	209	50.0	10	 0	20	 80.0	MATCHED
"Facebook"	"Starbucks Canada"	"3900 Hwy 7"	"Woodbridge"	"ON"	"L4H 1A6"	"Canada"	"43.788684189314"	"-79.553239622201"	"Coffee Shop"	"(9052642298\""	"06:00-22:00"	"06:00-22:00"	"06:00-22:00"	"06:00-22:00"	"06:00-22:00"	"07:00-22:00"	"07:00-21:00"	 72	1.190846e+01	209	36.0	15	 0	20	 71.0	MATCHED
"Yelp"	"Starbucks"	"3900 Highway 7, Unit 1"	"Woodbridge"	"ON"	"L4L 1A6"	""	"43.7886858576"	"-79.5533877909"	"Restaurants, Food, Coffee & Tea, Cafes"	"9052646401, +19052646401"	"6:0-22:0"	"6:0-22:0"	"6:0-22:0"	"6:0-22:0"	"6:0-22:0"	"7:0-22:0"	"6:0-22:0"	  0	0.000000e+00	209	 0.0	 0	 0	 0	  0.0	
"Google"	"The Paper Place"	"887 Queen St W"	"Toronto"	"ON"	"M6J"	"Canada"	"43.6455688"	"-79.4115899"	"shopping"	"+14167030089"	"10:00 AM – 8:00 PM"	"10:00 AM – 8:00 PM"	"10:00 AM – 8:00 PM"	"10:00 AM – 8:00 PM"	"10:00 AM – 8:00 PM"	"10:00 AM – 6:00 PM"	"12:00 – 6:00 PM"	100	9.362595e+00	214	50.0	20	10	20	100.0	MATCHED
"Facebook"	"The Paper Place"	"887 Queen Street West"	"Toronto"	"ON"	"M6J 1G5"	"Canada"	"43.64546"	"-79.41153"	"Arts & Crafts Store, Gift Shop"	"167030089"	"10:00-18:00"	"10:00-18:00"	"10:00-18:00"	"10:00-20:00"	"10:00-20:00"	"10:00-18:00"	"12:00-17:00"	100	3.719841e+00	214	50.0	20	 0	20	 90.0	MATCHED
"Yelp"	"The Paper Place"	"887 Queen St W"	"Toronto"	"ON"	"M6J 1G5"	""	"43.6454924"	"-79.4115413"	"Shopping, Arts & Crafts, Cards & Stationery, Flowers & Gifts, Event Planning & Services"	"4167030089, +14167030089"	"10:0-18:0"	"10:0-18:0"	"10:0-18:0"	"10:0-20:0"	"10:0-20:0"	"10:0-18:0"	"10:0-18:0"	  0	0.000000e+00	214	 0.0	 0	 0	 0	  0.0	
"Google"	"Charlie's Caribbean Cuisine"	"3055 Hurontario St"	"Mississauga"	"ON"	"L5A"	"Canada"	"43.5815515"	"-79.6175495"	"restaurants"	"+19059490663"	"10:30 AM – 9:00 PM"	"10:30 AM – 9:00 PM"	"10:30 AM – 9:00 PM"	"10:30 AM – 9:00 PM"	"10:30 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"10:30 AM – 7:00 PM"	100	0.000000e+00	215	50.0	20	10	20	100.0	MATCHED
"Facebook"	"Charlie's Caribbean Cuisine"	"3055 Hurontario St."	"Mississauga"	"ON"	"L5A 2G9"	"Canada"	"43.581565315"	"-79.617628164"	"Caribbean Restaurant, Caterer, Diner"	"059490663"	""	""	""	""	""	""	""	100	6.527156e+00	215	50.0	20	 0	20	 90.0	MATCHED
"Yelp"	"Charlie's Caribbean Cuisine"	"3055 Hurontario Street"	"Mississauga"	"ON"	"L5A 2G9"	""	"43.5815515"	"-79.6175495"	"Restaurants, Caribbean"	"9059490663, +19059490663"	"10:30-21:0"	"10:30-21:0"	"10:30-21:0"	"10:30-21:0"	"10:30-21:0"	"10:0-21:0"	"10:30-21:0"	  0	0.000000e+00	215	 0.0	 0	 0	 0	  0.0	
"Google"	"Longboard Living"	"202 Augusta Ave"	"Toronto"	"ON"	"M5T"	"Canada"	"43.6544863"	"-79.4021542"	"shopping"	"+14169017787"	"Closed"	"Closed"	"12:00 – 7:00 PM"	"12:00 – 7:00 PM"	"12:00 – 7:00 PM"	"12:00 – 7:00 PM"	"12:00 – 6:00 PM"	100	1.165407e+01	219	50.0	15	10	20	 95.0	MATCHED
"Facebook"	"Longboard Living"	"202 Augusta Ave."	"Toronto"	"ON"	"M5T2L8"	"Canada"	"43.65445"	"-79.40225"	"Sporting Goods Store, Lifestyle Service"	"169017787"	"12:00-18:00"	"12:00-19:00"	"12:00-19:00"	"12:00-19:00"	"12:00-19:00"	"12:00-19:00"	"12:00-18:00"	100	1.962466e+01	219	50.0	15	 0	20	 85.0	MATCHED
"Yelp"	"Longboard Living"	"202 Augusta Avenue"	"Toronto"	"ON"	"M5T 2L8"	""	"43.6544796"	"-79.4020098"	"Skate Shops, Shopping, Sporting Goods"	"4169017787, +14169017787"	"12:0-18:0"	"12:0-19:0"	"12:0-19:0"	"12:0-19:0"	"12:0-19:0"	"12:0-19:0"	"12:0-18:0"	  0	0.000000e+00	219	 0.0	 0	 0	 0	  0.0	
"Google"	"Zelden's Deli and Desserts"	"1446 Yonge St"	"Toronto"	"ON"	"M4T"	"Canada"	"43.6874617"	"-79.3939774"	"restaurants"	"+16473473474"	"9:00 AM – 9:00 PM"	"9:00 AM – 9:00 PM"	"9:00 AM – 9:00 PM"	"9:00 AM – 9:00 PM"	"9:00 AM – 9:00 PM"	"9:00 AM – 9:00 PM"	"9:00 AM – 9:00 PM"	100	1.777319e+00	232	50.0	20	10	20	100.0	MATCHED
"Facebook"	"Zelden's Deli and Desserts"	"1446 Yonge St.,"	"Toronto"	"ON"	"M4T1Y5"	"Canada"	"43.68743"	"-79.39403"	"Deli"	"473473474"	"09:00-21:00"	"09:00-21:00"	"09:00-21:00"	"09:00-21:00"	"09:00-21:00"	"09:00-21:00"	"09:00-21:00"	100	6.526245e+00	232	50.0	20	 0	20	 90.0	MATCHED
"Yelp"	"Zelden's Deli and Desserts"	"1446 Yonge Street"	"Toronto"	"ON"	"M4T 1Y5"	""	"43.6874773"	"-79.3939821"	"Delis, Food, Delicatessen, Restaurants"	"6473473474, +16473473474"	"9:0-21:0"	"9:0-21:0"	"9:0-21:0"	"9:0-21:0"	"9:0-21:0"	"9:0-21:0"	"9:0-21:0"	  0	0.000000e+00	232	 0.0	 0	 0	 0	  0.0	
"Google"	"241 Pizza"	"2318 Danforth Ave"	"Toronto"	"ON"	"M4C"	"Canada"	"43.687113"	"-79.307211"	"localservices, restaurants"	"+14162410241"	"11:00 AM – 12:00 AM"	"11:00 AM – 12:00 AM"	"11:00 AM – 12:00 AM"	"11:00 AM – 1:00 AM"	"11:00 AM – 2:00 AM"	"11:00 AM – 2:00 AM"	"11:00 AM – 12:00 AM"	100	1.373750e-02	237	50.0	20	10	20	100.0	MATCHED
"Facebook"	"2 For 1 Pizza"	"2318 Danforth Ave"	"Toronto"	"ON"	"M4C 1K7"	"Canada"	"43.68717"	"-79.30723"	"Pizza Place, Italian Restaurant"	"14164242929"	""	""	""	""	""	""	""	 64	6.535883e+00	237	32.0	20	 0	20	 72.0	MATCHED
"Yelp"	"241 Pizza"	"2318 Danforth Ave"	"Scarborough"	"ON"	"M4C 1K7"	""	"43.6871129"	"-79.3072111"	"Restaurants, Pizza"	"4162410241, +14162410241"	"11:0-0:0"	"11:0-0:0"	"11:0-0:0"	"11:0-1:0"	"11:0-2:0"	"11:0-2:0"	"11:0-0:0"	  0	0.000000e+00	237	 0.0	 0	 0	 0	  0.0	
"Google"	"Tiger Wok & Ramen"	"3500 S Las Vegas Blvd"	"Las Vegas"	"NV"	"89109"	"USA"	"36.1176787"	"-115.1760124"	"restaurants"	""	"9:00 AM – 1:00 AM"	"9:00 AM – 1:00 AM"	"9:00 AM – 1:00 AM"	"9:00 AM – 1:00 AM"	"9:00 AM – 1:00 AM"	"9:00 AM – 1:00 AM"	"9:00 AM – 1:00 AM"	100	6.250273e+01	247	50.0	 0	 0	20	 70.0	MATCHED
"Facebook"	"Tiger Wok & Ramen"	"3570 Las Vegas Blvd S"	"Las Vegas"	"NV"	"89109"	"United States"	"36.118126"	"-115.17578"	"Chinese Restaurant"		"11:00-01:00"	"11:00-01:00"	"11:00-01:00"	"11:00-01:00"	"11:00-01:00"	"11:00-01:00"	"11:00-01:00"	100	9.206420e+00	247	50.0	20	 0	20	 90.0	MATCHED
"Yelp"	"Tiger Wok & Ramen"	"3570 South Las Vegas Blvd"	"Las Vegas"	"NV"	"89109"	""	"36.1181822579"	"-115.175704957"	"Restaurants, Ramen, Chinese, Japanese"	"8887720955, +18887720955"	"11:0-1:0"	"11:0-1:0"	"11:0-1:0"	"11:0-1:0"	"11:0-1:0"	"11:0-1:0"	"11:0-1:0"	  0	0.000000e+00	247	 0.0	 0	 0	 0	  0.0	
"Google"	"Queen's Quay Terminal"	"Central Waterfront"	"Toronto"	"ON"	"M5J"	"Canada"	"43.6387919"	"-79.3802851"	"shopping"	""	""	""	""	""	""	""	""	100	3.811084e+01	255	50.0	 5	 0	20	 75.0	MATCHED
"Facebook"	"Queen's Quay Terminal"	"207 Queens Quay West"	"Toronto"	"ON"	"M5J 1A7"	"Canada"	"43.63877"	"-79.3806"	"Shopping Mall"	"14162030510"	"10:00-18:00"	"10:00-18:00"	"10:00-18:00"	"10:00-18:00"	"10:00-18:00"	"10:00-18:00"	"10:00-18:00"	100	1.265685e+01	255	50.0	15	 0	20	 85.0	MATCHED
"Yelp"	"Queen's Quay Terminal"	"207 Queens Quay W"	"Toronto"	"ON"	"M5J 1A7"	""	"43.638769"	"-79.3807571"	"Shopping, Shopping Centers"	"4162033269, +14162033269"	"10:0-18:0"	"10:0-18:0"	"10:0-18:0"	"10:0-18:0"	"10:0-18:0"	"10:0-18:0"	"10:0-18:0"	  0	0.000000e+00	255	 0.0	 0	 0	 0	  0.0	
"Google"	"Daisukis Sushi"	"9275 Markham Rd"	"Markham"	"ON"	"L6E"	"Canada"	"43.8936479"	"-79.2629715"	"restaurants"	"+19052016492"	""	""	""	""	""	""	""	 96	2.678211e+00	257	48.0	20	10	20	 98.0	MATCHED
"Facebook"	"Daisuke Sushi 大好きすし"	"9275 Hwy 48 48 Suite 5"	"Markham"	"ON"	"L6E 0E9"	"Canada"	"43.893648725516"	"-79.26326863325"	"Sushi Restaurant"		""	""	""	""	""	""	""	 92	2.152777e+01	257	46.0	10	 0	20	 76.0	MATCHED
"Yelp"	"Daisuki Sushi"	"9275 Highway 48, Suite 5"	"Markham"	"ON"	"L6E 0E9"	""	"43.8936363937"	"-79.2630008201"	"Korean, Sushi Bars, Japanese, Restaurants"	"9052016492, +19052016492"	"11:0-22:0"	"11:0-22:0"	"11:0-22:0"	"11:0-22:0"	"11:0-23:0"	"11:0-23:0"	"11:0-22:0"	  0	0.000000e+00	257	 0.0	 0	 0	 0	  0.0	
"Google"	"Holly Eyewear"	"130 Cumberland St"	"Toronto"	"ON"	"M5R"	"Canada"	"43.6703244"	"-79.3923134"	"shopping, health"	"+14167002391"	"11:00 AM – 7:00 PM"	"11:00 AM – 7:00 PM"	"11:00 AM – 7:00 PM"	"11:00 AM – 8:00 PM"	"11:00 AM – 7:00 PM"	"11:00 AM – 6:00 PM"	"12:00 – 5:00 PM"	100	5.604609e+00	259	50.0	20	10	20	100.0	MATCHED
"Facebook"	"Holly Eyewear"	"130 Cumberland Street"	"Toronto"	"ON"	"M5R 1A6"	"Canada"	"43.67028"	"-79.39231"	"Sunglasses & Eyewear Store, Optometrist, Optician"	"167002391"	"11:00-19:00"	"11:00-19:00"	"11:00-19:00"	"11:00-20:00"	"11:00-19:00"	"11:00-18:00"	"12:00-17:00"	100	2.358974e+00	259	50.0	20	 0	20	 90.0	MATCHED
"Yelp"	"Holly Eyewear"	"130 Cumberland Street"	"Toronto"	"ON"	"M5R 1A6"	""	"43.6702799535"	"-79.3922807034"	"Optometrists, Eyewear & Opticians, Health & Medical, Shopping, Jewelry"	"4167002391, +14167002391"	"11:0-19:0"	"11:0-19:0"	"11:0-19:0"	"11:0-20:0"	"11:0-19:0"	"11:0-18:0"	"11:0-19:0"	  0	0.000000e+00	259	 0.0	 0	 0	 0	  0.0	
"Google"	"Pho VP"	"351 Jane St"	"Toronto"	"ON"	"M6S"	"Canada"	"43.657395"	"-79.4875585"	"restaurants"	"+14167924542"	"Closed"	"11:00 AM – 9:00 PM"	"11:00 AM – 9:00 PM"	"11:00 AM – 9:00 PM"	"11:00 AM – 9:00 PM"	"11:00 AM – 9:00 PM"	"12:00 – 9:00 PM"	100	1.254615e+01	265	50.0	15	10	20	 95.0	MATCHED
"Facebook"	"Phở VP"	"351 Jane street"	"Toronto"	"ON"	"m6s3z3"	"Canada"	"43.65742"	"-79.48736"	"Pho Restaurant"	"167924542"	"11:00-21:00"	"11:00-21:00"	"11:00-21:00"	"11:00-21:00"	"11:00-21:00"	"12:00-21:00"	"NA-NA"	 91	2.876909e+01	265	45.5	10	 0	20	 75.5	MATCHED
"Yelp"	"Pho VP"	"351 Jane Street"	"Toronto"	"ON"	"M6S 3Z3"	""	"43.6573795"	"-79.4877128"	"Vietnamese, Restaurants"	"4167924542, +14167924542"	"11:0-21:0"	"11:0-21:0"	"11:0-21:0"	"11:0-21:0"	"11:0-21:0"	"11:0-21:0"	"11:0-21:0"	  0	0.000000e+00	265	 0.0	 0	 0	 0	  0.0	
"Google"	"Downtown Home Inn"	"2 Monteith St"	"Toronto"	"ON"	"M4Y"	"Canada"	"43.6670366"	"-79.3810644"	"localservices"	"+18772710182"	"9:00 AM – 9:30 PM"	"9:00 AM – 9:30 PM"	"9:00 AM – 9:30 PM"	"9:00 AM – 9:30 PM"	"9:00 AM – 9:30 PM"	"9:00 AM – 9:30 PM"	"9:00 AM – 9:30 PM"	100	8.430359e+00	279	50.0	20	 0	 0	 70.0	MATCHED
"Facebook"	"Downtown Home Inn"	"2 monteith street"	"Toronto"	"ON"	"m4y 1k7"	"Canada"	"43.66703"	"-79.38102"	"Hotel, Bed and Breakfast"	"6473421010"	""	""	""	""	""	""	""	100	6.155254e+00	279	50.0	20	10	20	100.0	MATCHED
"Yelp"	"Downtown Home Inn"	"2 Monteith Street"	"Toronto"	"ON"	"M4Y"	""	"43.6669764968"	"-79.3810007059"	"Hotels & Travel, Bed & Breakfast"	"6473421010, +16473421010"	"8:0-21:0"	"8:0-21:0"	"8:0-21:0"	"8:0-21:0"	"8:0-21:0"	"8:0-21:0"	"8:0-21:0"	  0	0.000000e+00	279	 0.0	 0	 0	 0	  0.0	
"Google"	"Pizzaville"	"5651 Steeles Ave E #12"	"Scarborough"	"ON"	"M1V"	"Canada"	"43.8317208"	"-79.2663275"	"localservices, localservices, restaurants"	"+14167363636"	"11:00 AM – 11:30 PM"	"11:00 AM – 11:30 PM"	"11:00 AM – 11:30 PM"	"11:00 AM – 12:30 AM"	"11:00 AM – 1:30 AM"	"11:00 AM – 1:30 AM"	"11:30 AM – 11:30 PM"	100	0.000000e+00	286	50.0	20	10	20	100.0	MATCHED
"Facebook"	"Pizzaville"	"5651 Steeles Ave. East UNIT 12"	"Toronto"	"ON"	"M1V 5P6"	"Canada"	"43.83218"	"-79.2667"	"Pizza Place"	"16.736.3636"	"11:00-23:30"	"11:00-23:30"	"11:00-23:30"	"11:00-00:30"	"11:00-01:30"	"11:00-01:30"	"11:30-23:30"	100	5.922686e+01	286	50.0	 0	 0	20	 70.0	MATCHED
"Yelp"	"Pizzaville"	"5651 Steeles Avenue E"	"Scarborough"	"ON"	"M1V 5P6"	""	"43.8317208"	"-79.2663275"	"Pizza, Italian, Restaurants"	"4167363636, +14167363636"	"11:0-23:30"	"11:0-23:30"	"11:0-23:30"	"11:0-0:30"	"11:0-1:30"	"11:0-1:30"	"11:0-23:30"	  0	0.000000e+00	286	 0.0	 0	 0	 0	  0.0	
"Google"	"A Hot Rock Sauna Spa"	"8791 Woodbine Avenue"	"Markham"	"ON"	"L3R"	"Canada"	"43.8559154"	"-79.358331"	"beautysvc, health"	"+19056049337"	"10:00 AM – 10:00 PM"	"10:00 AM – 10:00 PM"	"10:00 AM – 10:00 PM"	"10:00 AM – 10:00 PM"	"10:00 AM – 10:00 PM"	"10:00 AM – 10:00 PM"	"10:00 AM – 10:00 PM"	100	2.241049e+01	288	50.0	10	10	20	 90.0	MATCHED
"Facebook"	"A Hot Rock Sauna Spa"	"8791 Woodbine Ave, Unit 206"	"Markham"	"ON"	"L3R0P4"	"Canada"	"43.85609"	"-79.35829"	"Health Spa, Massage Service"	"056049337"	"10:00-22:00"	"10:00-22:00"	"10:00-22:00"	"10:00-22:00"	"10:00-22:00"	"10:00-22:00"	"10:00-22:00"	100	4.059405e+01	288	50.0	 2	 0	20	 72.0	MATCHED
"Yelp"	"A Hot Rock Sauna Spa"	"8791 Woodbine Avenue, Unit 206"	"Markham"	"ON"	"L3R 0P4"	""	"43.855728"	"-79.358229"	"Beauty & Spas, Health & Medical, Skin Care, Reflexology, Massage"	"9056049337, +19056049337"	"10:0-22:0"	"10:0-22:0"	"10:0-22:0"	"10:0-22:0"	"10:0-22:0"	"10:0-22:0"	"10:0-22:0"	  0	0.000000e+00	288	 0.0	 0	 0	 0	  0.0	
"Google"	"Swatow Restaurant"	"309 Spadina Ave"	"Toronto"	"ON"	"M5T"	"Canada"	"43.653836"	"-79.3981091"	"restaurants"	"+14169770601"	"11:00 AM – 2:00 AM"	"11:00 AM – 2:00 AM"	"11:00 AM – 2:00 AM"	"11:00 AM – 2:00 AM"	"11:00 AM – 2:00 AM"	"11:00 AM – 2:00 AM"	"11:00 AM – 2:00 AM"	100	0.000000e+00	290	50.0	20	10	20	100.0	MATCHED
"Facebook"	"Swatow Restaurant"	"309 Spadina Avenue"	"Toronto"	"ON"	"M5T 1H1"	"Canada"	"43.65385"	"-79.39796"	"Cantonese Restaurant"	"14169770601"	""	""	""	""	""	""	""	100	1.210956e+01	290	50.0	15	 0	20	 85.0	MATCHED
"Yelp"	"Swatow Restaurant"	"309 Spadina Avenue"	"Toronto"	"ON"	"M5T 2E6"	""	"43.653836"	"-79.3981091"	"Chinese, Restaurants"	"4169770601, +14169770601"	"11:0-2:0"	"11:0-2:0"	"11:0-2:0"	"11:0-2:0"	"11:0-2:0"	"11:0-2:0"	"11:0-2:0"	  0	0.000000e+00	290	 0.0	 0	 0	 0	  0.0	
"Google"	"Coextro"	"1445 Bonhill Rd #9"	"Mississauga"	"ON"	"L5T"	"Canada"	"43.6604611"	"-79.6529297"	"point_of_interest, establishment"	"+16476937686"	"9:00 AM – 7:00 PM"	"9:00 AM – 7:00 PM"	"9:00 AM – 7:00 PM"	"9:00 AM – 7:00 PM"	"9:00 AM – 7:00 PM"	"10:00 AM – 6:00 PM"	"10:00 AM – 6:00 PM"	100	2.641059e+01	295	50.0	10	10	 0	 70.0	MATCHED
"Facebook"	"Coextro"	"1445 Bonhill Road, Unit 9"	"Mississauga"	"ON"	"L5T 1V3"	"Canada"	"43.66075"	"-79.65215"	"Internet Service Provider, Telecommunication Company"	"885529516"	"09:00-19:00"	"09:00-19:00"	"09:00-19:00"	"09:00-19:00"	"09:00-19:00"	"10:00-18:00"	"10:00-18:00"	100	4.581825e+01	295	50.0	 2	 0	20	 72.0	MATCHED
