"provider"	"name"	"street"	"city"	"state"	"zip"	"country"	"latitude"	"longitude"	"categories"	"phone"	"hours_monday"	"hours_tuesday"	"hours_wednesday"	"hours_thursday"	"hours_friday"	"hours_saturday"	"hours_sunday"	"name_score"	"distance"	"index"	"score.name_score"	"score.distance_score"	"score.phone_score"	"score.category_score"	"score.sum_score"	"score.matching"
"Facebook"	"Firestone Complete Auto Care"	"6901 N Durango Dr"	"Las Vegas"	"NV"	"89149"	"United States"	"36.285340031288"	"-115.28849152972"	"Tire Dealer & Repair Shop, Automotive Repair Shop"	"7027269653"	""	""	""	""	""	""	""	100	1.471578e+01	278	50.0	15	10	 0	 75.0	MATCHED
"Yelp"	"Firestone Complete Auto Care"	"6901 N Durango Dr"	"Las Vegas"	"NV"	"89149"	""	"36.2852456632"	"-115.288376685"	"Automotive, Auto Parts & Supplies, Auto Repair, Tires, Oil Change Stations"	"7027269653, +17027269653"	"7:0-20:0"	"7:0-20:0"	"7:0-20:0"	"7:0-20:0"	"7:0-20:0"	"7:0-19:0"	"7:0-20:0"	  0	0.000000e+00	278	 0.0	 0	 0	 0	  0.0	
"Google"	"Downtown Home Inn"	"2 Monteith St"	"Toronto"	"ON"	"M4Y"	"Canada"	"43.6670366"	"-79.3810644"	"localservices"	"+18772710182"	"9:00 AM – 9:30 PM"	"9:00 AM – 9:30 PM"	"9:00 AM – 9:30 PM"	"9:00 AM – 9:30 PM"	"9:00 AM – 9:30 PM"	"9:00 AM – 9:30 PM"	"9:00 AM – 9:30 PM"	100	8.430359e+00	279	50.0	20	 0	 0	 70.0	MATCHED
"Facebook"	"Downtown Home Inn"	"2 monteith street"	"Toronto"	"ON"	"m4y 1k7"	"Canada"	"43.66703"	"-79.38102"	"Hotel, Bed and Breakfast"	"6473421010"	""	""	""	""	""	""	""	100	6.155254e+00	279	50.0	20	10	20	100.0	MATCHED
"Yelp"	"Downtown Home Inn"	"2 Monteith Street"	"Toronto"	"ON"	"M4Y"	""	"43.6669764968"	"-79.3810007059"	"Hotels & Travel, Bed & Breakfast"	"6473421010, +16473421010"	"8:0-21:0"	"8:0-21:0"	"8:0-21:0"	"8:0-21:0"	"8:0-21:0"	"8:0-21:0"	"8:0-21:0"	  0	0.000000e+00	279	 0.0	 0	 0	 0	  0.0	
"Google"	"Coextro"	"1445 Bonhill Rd #9"	"Mississauga"	"ON"	"L5T"	"Canada"	"43.6604611"	"-79.6529297"	"point_of_interest, establishment"	"+16476937686"	"9:00 AM – 7:00 PM"	"9:00 AM – 7:00 PM"	"9:00 AM – 7:00 PM"	"9:00 AM – 7:00 PM"	"9:00 AM – 7:00 PM"	"10:00 AM – 6:00 PM"	"10:00 AM – 6:00 PM"	100	2.641059e+01	295	50.0	10	10	 0	 70.0	MATCHED
"Facebook"	"Coextro"	"1445 Bonhill Road, Unit 9"	"Mississauga"	"ON"	"L5T 1V3"	"Canada"	"43.66075"	"-79.65215"	"Internet Service Provider, Telecommunication Company"	"885529516"	"09:00-19:00"	"09:00-19:00"	"09:00-19:00"	"09:00-19:00"	"09:00-19:00"	"10:00-18:00"	"10:00-18:00"	100	4.581825e+01	295	50.0	 2	 0	20	 72.0	MATCHED
"Yelp"	"Coextro"	"1445 Bonhill Road, Unit 9"	"Mississauga"	"ON"	"L5T 1V3"	""	"43.6606244"	"-79.6526918"	"Internet Service Providers, Home Services, Professional Services"	"6476937686, +16476937686"	"9:0-19:0"	"9:0-19:0"	"9:0-19:0"	"9:0-19:0"	"9:0-19:0"	"10:0-18:0"	"9:0-19:0"	  0	0.000000e+00	295	 0.0	 0	 0	 0	  0.0	
"Google"	"Ella's Uncle"	"916 Dundas St W"	"Toronto"	"ON"	"M6J"	"Canada"	"43.6510771"	"-79.4125794"	"restaurants"	"+14167038881"	"7:00 AM – 6:00 PM"	"7:00 AM – 6:00 PM"	"7:00 AM – 6:00 PM"	"7:00 AM – 6:00 PM"	"7:00 AM – 6:00 PM"	"8:00 AM – 6:00 PM"	"8:00 AM – 6:00 PM"	100	1.127644e+00	301	50.0	20	10	 0	 80.0	MATCHED
"Facebook"	"Ella's Uncle"	"916 Dundas Street West (at Bellwoods) Toronto, Ontario   M6J 1W1"	"Toronto"	"ON"	"M4M 1R3"	"Canada"	"43.65108"	"-79.41253"	"Coffee Shop"	"167038881"	"07:00-18:00"	"07:00-18:00"	"07:00-18:00"	"07:00-18:00"	"07:00-18:00"	"09:00-18:00"	"09:00-18:00"	100	5.116809e+00	301	50.0	20	 0	20	 90.0	MATCHED
"Yelp"	"Ella's Uncle"	"916 Dundas St W"	"Toronto"	"ON"	"M6J 1W1"	""	"43.6510771"	"-79.4125934"	"Food, Bakeries, Coffee & Tea"	"4167038881, +14167038881"	"7:0-18:0"	"7:0-18:0"	"7:0-18:0"	"7:0-18:0"	"7:0-18:0"	"9:0-18:0"	"7:0-18:0"	  0	0.000000e+00	301	 0.0	 0	 0	 0	  0.0	
"Google"	"Yoga Sangha"	"700 Rue Saint Antoine E #110"	"Montréal"	"QC"	"H2Y"	"Canada"	"45.5124214"	"-73.5531614"	"active, health"	"+15144991726"	"9:30 AM – 9:30 PM"	"9:30 AM – 9:30 PM"	"9:30 AM – 9:30 PM"	"9:30 AM – 9:30 PM"	"9:30 AM – 9:30 PM"	"9:30 AM – 7:00 PM"	"9:30 AM – 8:00 PM"	100	1.776173e+01	309	50.0	15	10	20	 95.0	MATCHED
"Facebook"	"Yoga Sangha"	"700 Saint-Antoine E."	"Montreal"	"QC"	"H2Y 1A6"	"Canada"	"45.512467109933"	"-73.55331659317"	"Yoga Studio"	"144991726"	"09:30-20:30"	"07:15-20:30"	"09:30-20:30"	"07:30-20:30"	"09:30-20:30"	"08:30-17:30"	"09:30-19:30"	100	9.235193e+00	309	50.0	20	 0	 0	 70.0	MATCHED
"Yelp"	"Yoga Sangha"	"700 Rue Saint-Antoine E"	"Montréal"	"QC"	"H2Y 1A6"	""	"45.5125490436"	"-73.5532980183"	"Yoga, Active Life, Fitness & Instruction"	"5144991726, +15144991726"	"9:30-20:30"	"9:30-20:30"	"9:30-20:30"	"9:30-20:30"	"9:30-20:30"	"9:30-18:30"	"9:30-20:30"	  0	0.000000e+00	309	 0.0	 0	 0	 0	  0.0	
"Google"	"Mariana's Supermarket"	"4151 S Eastern Ave"	"Las Vegas"	"NV"	"89119"	"USA"	"36.11321"	"-115.120534"	"shopping, shopping"	"+17028949090"	"6:00 AM – 11:00 PM"	"6:00 AM – 11:00 PM"	"6:00 AM – 11:00 PM"	"6:00 AM – 11:00 PM"	"6:00 AM – 11:00 PM"	"6:00 AM – 11:00 PM"	"6:00 AM – 11:00 PM"	100	6.176437e+00	316	50.0	20	10	 0	 80.0	MATCHED
"Facebook"	"Marianas Supermarket"	"4151 S Eastern Ave"	"Las Vegas"	"NV"	"89119"	"United States"	"36.113103968732"	"-115.12049436173"	"Grocery Store, Deli"	"7028949090"	"06:00-23:00"	"06:00-23:00"	"06:00-23:00"	"06:00-23:00"	"06:00-23:00"	"06:00-23:00"	"06:00-23:00"	 98	1.730883e+01	316	49.0	15	10	20	 94.0	MATCHED
"Yelp"	"Mariana's Supermarket"	"4151 S Eastern Ave"	"Las Vegas"	"NV"	"89119"	""	"36.113237"	"-115.120594"	"Food, Grocery"	"7028949090, +17028949090"	"6:0-23:0"	"6:0-23:0"	"6:0-23:0"	"6:0-23:0"	"6:0-23:0"	"6:0-23:0"	"6:0-23:0"	  0	0.000000e+00	316	 0.0	 0	 0	 0	  0.0	
"Google"	"AutoZone Auto Parts"	"3455 S Decatur Blvd"	"Las Vegas"	"NV"	"89102"	"USA"	"36.1265894"	"-115.2087206"	"auto, shopping"	"+17023621540"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	 59	5.173478e+00	317	29.5	20	10	20	 79.5	MATCHED
"Facebook"	"AutoZone"	"3455 S Decatur"	"Las Vegas"	"NV"	"89102"	"United States"	"36.126615223513"	"-115.20869061713"	"Automotive Parts Store"	"7023621540"	""	""	""	""	""	""	""	100	1.654545e+00	317	50.0	20	10	 0	 80.0	MATCHED
"Yelp"	"Autozone"	"3455 S Decatur Blvd"	"Las Vegas"	"NV"	"89102"	""	"36.12663"	"-115.2086926"	"Auto Repair, Auto Parts & Supplies, Automotive"	"7023621540, +17023621540"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	  0	0.000000e+00	317	 0.0	 0	 0	 0	  0.0	
"Google"	"Books-A-Million"	"14151 Steele Creek Rd #200"	"Charlotte"	"NC"	"28273"	"USA"	"35.101237"	"-80.9867542"	"shopping, shopping, shopping"	"+17045831280"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	100	8.178998e+00	337	50.0	20	10	20	100.0	MATCHED
"Facebook"	"Books-A-Million"	"14151 Steele Creek Rd, Ste 200"	"Charlotte"	"NC"	"28273"	"United States"	"35.101381058614"	"-80.986557883148"	"Bookstore"	"7045831280"	""	""	""	""	""	""	""	100	1.673141e+01	337	50.0	15	10	 0	 75.0	MATCHED
"Yelp"	"Books-A-Million"	"14151 Steele Creek Rd"	"Charlotte"	"NC"	"28273"	""	"35.1013030778"	"-80.9867149336"	"Books, Mags, Music & Video, Shopping"	"7045831280, +17045831280"	"10:0-21:0"	"10:0-21:0"	"10:0-21:0"	"10:0-21:0"	"10:0-21:0"	"10:0-21:0"	"10:0-21:0"	  0	0.000000e+00	337	 0.0	 0	 0	 0	  0.0	
"Google"	"Jamba Juice"	"1121 S Decatur Blvd Ste.. 110"	"Las Vegas"	"NV"	"89102"	"USA"	"36.158297"	"-115.205363"	"restaurants"	"+17023879630"	"7:00 AM – 8:00 PM"	"7:00 AM – 8:00 PM"	"7:00 AM – 8:00 PM"	"7:00 AM – 8:00 PM"	"7:00 AM – 8:00 PM"	"7:00 AM – 8:00 PM"	"9:00 AM – 7:00 PM"	100	2.017238e+01	342	50.0	10	10	 0	 70.0	MATCHED
"Facebook"	"Jamba Juice Westland Fair"	"1121 S Decatur Blvd.,, Ste.. 110"	"Las Vegas"	"NV"	"89102"	"United States"	"36.158297"	"-115.205363"	"Smoothie & Juice Bar, Restaurant"	"7023879630"	"07:00-20:00"	"07:00-20:00"	"07:00-20:00"	"07:00-20:00"	"07:00-20:00"	"07:00-20:00"	"09:00-19:00"	 61	2.017238e+01	342	30.5	10	10	20	 70.5	MATCHED
"Yelp"	"Jamba Juice"	"1121 S Decatur Blvd, Ste 110"	"Las Vegas"	"NV"	"89102"	""	"36.1584047"	"-115.2051825"	"Juice Bars & Smoothies, Food"	"7023879630, +17023879630"	"7:0-20:0"	"7:0-20:0"	"7:0-20:0"	"7:0-20:0"	"7:0-20:0"	"7:0-20:0"	"7:0-20:0"	  0	0.000000e+00	342	 0.0	 0	 0	 0	  0.0	
"Google"	"GameStop"	"7950 W Tropical Pkwy STE 130"	"Las Vegas"	"NV"	"89149"	"USA"	"36.2708189"	"-115.2687958"	"shopping, shopping"	"+17023953587"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"11:00 AM – 6:00 PM"	100	8.481195e+00	351	50.0	20	10	20	100.0	MATCHED
"Facebook"	"GameStop"	"7910 W Tropical Pkwy"	"Las Vegas"	"NV"	"89149"	"United States"	"36.270811282667"	"-115.26878803968"	"Video Game"	"7023953587"	""	""	""	""	""	""	""	100	8.264307e+00	351	50.0	20	10	 0	 80.0	MATCHED
"Yelp"	"Gamestop"	"7950 W Tropical Pkwy"	"Las Vegas"	"NV"	"89149"	""	"36.2708503"	"-115.2687097"	"Books, Mags, Music & Video, Shopping, Videos & Video Game Rental"	"7023953587, +17023953587"	"10:0-21:0"	"10:0-21:0"	"10:0-21:0"	"10:0-21:0"	"10:0-21:0"	"10:0-21:0"	"10:0-21:0"	  0	0.000000e+00	351	 0.0	 0	 0	 0	  0.0	
"Google"	"Cyclops Cafe"	"567 Lincoln Ave"	"Bellevue"	"PA"	"15202"	"USA"	"40.4964963"	"-80.0578949"	"restaurants, shopping"	"+14129969168"	"7:00 AM – 7:00 PM"	"7:00 AM – 9:00 PM"	"7:00 AM – 7:00 PM"	"7:00 AM – 9:00 PM"	"7:00 AM – 6:00 PM"	"9:00 AM – 5:00 PM"	"Closed"	100	1.113195e-02	372	50.0	20	10	 0	 80.0	MATCHED
"Facebook"	"Cyclops Cafe"	"567 Lincoln Avenue"	"Pittsburgh"	"PA"	"15202"	"United States"	"40.49648"	"-80.05792"	"Coffee Shop"	"4125013029"	"07:00-19:00"	"07:00-21:00"	"07:00-19:00"	"07:00-21:00"	"07:00-18:00"	"09:00-17:00"	"NA-NA"	100	2.786905e+00	372	50.0	20	 0	20	 90.0	MATCHED
"Yelp"	"Cyclops Cafe"	"567 Lincoln Ave"	"Bellevue"	"PA"	"15202"	""	"40.4964962"	"-80.0578949"	"Beer, Wine & Spirits, Coffee & Tea, Food"	"4129969168, +14129969168"	"6:30-21:0"	"6:30-21:0"	"6:30-21:0"	"6:30-21:0"	"6:30-21:0"	"9:0-20:0"	"6:30-21:0"	  0	0.000000e+00	372	 0.0	 0	 0	 0	  0.0	
"Google"	"Van Hoove Upholstery"	"1302 Western Ave"	"Las Vegas"	"NV"	"89102"	"USA"	"36.1555104"	"-115.1597781"	"shopping, shopping, shopping"	"+17023848504"	"8:00 AM – 4:00 PM"	"8:00 AM – 4:00 PM"	"8:00 AM – 4:00 PM"	"8:00 AM – 4:00 PM"	"8:00 AM – 4:00 PM"	"Closed"	"Closed"	100	0.000000e+00	408	50.0	20	10	 0	 80.0	MATCHED
"Facebook"	"Van Hoove Upholstery"	"1302 Western Ave"	"Las Vegas"	"NV"	"89102"	"United States"	"36.1553883"	"-115.1598128"	"Furniture Store, Furniture Repair & Upholstery Service"	"7023848504"	"08:00-16:00"	"08:00-16:00"	"08:00-16:00"	"08:00-16:00"	"08:00-16:00"	"NA-NA"	"NA-NA"	100	1.394535e+01	408	50.0	15	10	 0	 75.0	MATCHED
"Yelp"	"Van Hoove Upholstery"	"1302 Western Ave"	"Las Vegas"	"NV"	"89102"	""	"36.1555104"	"-115.1597781"	"Local Services, Furniture Reupholstery"	"7023848504, +17023848504"	"8:0-16:0"	"8:0-16:0"	"8:0-16:0"	"8:0-16:0"	"8:0-16:0"	"8:0-13:0"	"8:0-16:0"	  0	0.000000e+00	408	 0.0	 0	 0	 0	  0.0	
"Google"	"Rivers Club"	"301 Grant St #411"	"Pittsburgh"	"PA"	"15219"	"USA"	"40.4380007"	"-79.998493"	"active, health, restaurants"	"+14123915227"	"5:30 AM – 10:00 PM"	"5:30 AM – 10:00 PM"	"5:30 – 10:00 AM"	"5:30 AM – 10:00 PM"	"5:30 AM – 10:00 PM"	"8:30 AM – 10:00 PM"	"8:30 AM – 10:00 PM"	100	4.160854e-03	417	50.0	20	10	20	100.0	MATCHED
"Facebook"	"Rivers Club"	"301 Grant Street, Suite 411"	"Pittsburgh"	"PA"	"15219"	"United States"	"40.438000663232"	"-79.998492991402"	"Event, Gym/Physical Fitness Center, Restaurant, Public Swimming Pool"	"4123915227"	"05:30-22:00"	"05:30-22:00"	"05:30-22:00"	"05:30-22:00"	"05:30-22:00"	"08:30-22:00"	"08:30-22:00"	100	3.566546e-06	417	50.0	20	10	 0	 80.0	MATCHED
"Yelp"	"Rivers Club"	"301 Grant St, Ste 411, One Oxford Centre"	"Pittsburgh"	"PA"	"15219"	""	"40.4380006632"	"-79.9984929914"	"Venues & Event Spaces, Event Planning & Services, Sports Clubs, Arts & Entertainment, American (Traditional), Gyms, Active Life, Music Venues, Jazz & Blues, Fitness & Instruction, Social Clubs, Nightlife, Restaurants"	"4123915227, +14123915227"	"7:0-15:0"	"7:0-20:0"	"7:0-20:0"	"7:0-20:0"	"7:0-20:0"	"8:30-15:30"	"7:0-15:0"	  0	0.000000e+00	417	 0.0	 0	 0	 0	  0.0	
"Google"	"Lowe's Home Improvement"	"9955 S Eastern Ave"	"Las Vegas"	"NV"	"89183"	"USA"	"36.0073907"	"-115.1178036"	"shopping, shopping, shopping"	"+17022707400"	"6:00 AM – 9:00 PM"	"6:00 AM – 9:00 PM"	"6:00 AM – 9:00 PM"	"6:00 AM – 9:00 PM"	"6:00 AM – 9:00 PM"	"6:00 AM – 9:00 PM"	"8:00 AM – 7:00 PM"	100	1.646861e+01	427	50.0	15	10	 0	 75.0	MATCHED
"Facebook"	"Lowe's Home Improvement"	"9955 South Eastern Avenue"	"Las Vegas"	"NV"	"89183"	"United States"	"36.007608739178"	"-115.11779067312"	"Home Improvement, Hardware Store, Commercial & Industrial Equipment Supplier, Carpet & Flooring Store, Appliances, Furniture Store, Garden Center"	"7022707400"	"06:00-21:00"	"06:00-21:00"	"06:00-21:00"	"06:00-21:00"	"06:00-21:00"	"06:00-21:00"	"08:00-19:00"	100	2.043374e+01	427	50.0	10	10	20	 90.0	MATCHED
"Yelp"	"Lowe's Home Improvement"	"9955 S Eastern Ave"	"W Henderson"	"NV"	"89123"	""	"36.0074786"	"-115.1179507"	"Lighting Fixtures & Equipment, Building Supplies, Nurseries & Gardening, Shopping, Home & Garden, Hardware Stores, Home Services"	"7022707400, +17022707400"	"6:0-21:0"	"6:0-21:0"	"6:0-21:0"	"6:0-21:0"	"6:0-21:0"	"6:0-21:0"	"6:0-21:0"	  0	0.000000e+00	427	 0.0	 0	 0	 0	  0.0	
"Google"	"Southwest Legal Group"	"2950 ENV-592 Suite I"	"Las Vegas"	"NV"	"89121"	"USA"	"36.1153926"	"-115.1105028"	"professional"	"+17027613360"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	100	1.743948e+01	445	50.0	15	10	20	 95.0	MATCHED
"Facebook"	"Southwest Legal Group"	"2950 E Flamingo Rd"	"Las Vegas"	"NV"	"89121"	"United States"	"36.115444"	"-115.110415"	"Business Service"	"7027613360"	""	""	""	""	""	""	""	100	1.469292e+01	445	50.0	15	10	 0	 75.0	MATCHED
"Yelp"	"Southwest Legal Group"	"2950 E Flamingo Rd, Ste I"	"Las Vegas"	"NV"	"89121"	""	"36.115549"	"-115.110514"	"Lawyers, Professional Services, Personal Injury Law, Workers Compensation Law, Employment Law"	"7027613360, +17027613360"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	  0	0.000000e+00	445	 0.0	 0	 0	 0	  0.0	
"Google"	"Angel's Healing"	"8164 S Las Vegas Blvd"	"Las Vegas"	"NV"	"89123"	"USA"	"36.0412567"	"-115.1716393"	"point_of_interest, establishment"	"+17024364206"	""	""	""	""	""	""	""	100	2.869748e+00	449	50.0	20	10	 0	 80.0	MATCHED
"Facebook"	"Angel's Healing"	"8164 S. Las Vegas Boulevard Suite 102"	"Las Vegas"	"NV"	"89123"	"United States"	"36.041254631"	"-115.171739474"	"Acupuncturist, Massage Service"	"7024364206"	"10:00-21:00"	"10:00-21:00"	"10:00-21:00"	"10:00-21:00"	"10:00-21:00"	"10:00-21:00"	"10:00-21:00"	100	8.209577e+00	449	50.0	20	10	 0	 80.0	MATCHED
"Yelp"	"Angel's Healing"	"8164 S Las Vegas Blvd, Ste 102"	"Las Vegas"	"NV"	"89123"	""	"36.0412797"	"-115.1716537"	"Skin Care, Acupuncture, Weight Loss Centers, Beauty & Spas, Health & Medical, Acne Treatment"	"7024364206, +17024364206"	"11:0-20:0"	"11:0-20:0"	"11:0-20:0"	"11:0-20:0"	"11:0-20:0"	"11:0-20:0"	"11:0-20:0"	  0	0.000000e+00	449	 0.0	 0	 0	 0	  0.0	
"Google"	"Starbucks"	"1233 Avenue Greene"	"Westmount"	"QC"	"H3Z"	"Canada"	"45.4865993"	"-73.5884608"	"restaurants, shopping"	"+15149326430"	"6:30 AM – 10:00 PM"	"6:30 AM – 10:00 PM"	"6:30 AM – 10:00 PM"	"6:30 AM – 10:00 PM"	"6:30 AM – 10:00 PM"	"7:00 AM – 10:00 PM"	"7:00 AM – 9:00 PM"	100	1.402241e+01	486	50.0	15	10	 0	 75.0	MATCHED
"Facebook"	"Starbucks Greene"	"1233 Avenue Greene"	"Montreal"	"QC"	"H3Z 2A4"	"Canada"	"45.486641068463"	"-73.588415459865"	"Coffee Shop, Shopping District"	"149326430"	"06:30-22:00"	"06:30-22:00"	"06:30-22:00"	"06:30-22:00"	"06:30-22:00"	"07:00-22:00"	"07:00-22:00"	 72	1.497858e+01	486	36.0	15	 0	20	 71.0	MATCHED
"Yelp"	"Starbucks"	"1233 Greene Avenue"	"Westmount"	"QC"	"H3Z 2A4"	""	"45.4865269949"	"-73.5883136736"	"Food, Coffee & Tea"	"5149326430, +15149326430"	"6:30-22:0"	"6:30-22:0"	"6:30-22:0"	"6:30-22:0"	"6:30-22:0"	"7:0-22:0"	"6:30-22:0"	  0	0.000000e+00	486	 0.0	 0	 0	 0	  0.0	
"Google"	"Ronald's Donuts"	"4600 Spring Mountain Rd"	"Las Vegas"	"NV"	"89102"	"USA"	"36.1265899"	"-115.2042255"	"food, shopping"	"+17028731032"	"4:00 AM – 4:00 PM"	"4:00 AM – 4:00 PM"	"4:00 AM – 4:00 PM"	"4:00 AM – 4:00 PM"	"4:00 AM – 4:00 PM"	"5:00 AM – 2:00 PM"	"5:00 AM – 2:00 PM"	100	2.982874e+00	487	50.0	20	10	20	100.0	MATCHED
"Facebook"	"Ronalds Doughnuts"	"4600 Spring Mountain Rd"	"Las Vegas"	"NV"	"89102-8711"	"United States"	"36.126510105041"	"-115.20424383996"	"Vegetarian/Vegan Restaurant"	"7028731032"	"04:00-14:00"	"04:00-16:00"	"04:00-16:00"	"04:00-16:00"	"04:00-16:00"	"04:00-16:00"	"05:00-16:00"	 88	6.208628e+00	487	44.0	20	10	 0	 74.0	MATCHED
"Yelp"	"Ronald's Donuts"	"4600 Spring Mountain Rd"	"Las Vegas"	"NV"	"89102"	""	"36.1265632"	"-115.2042227"	"Donuts, Vegan, Restaurants, Food"	"7028731032, +17028731032"	"4:0-16:0"	"4:0-16:0"	"4:0-16:0"	"4:0-16:0"	"4:0-16:0"	"5:0-16:0"	"4:0-16:0"	  0	0.000000e+00	487	 0.0	 0	 0	 0	  0.0	
